,Job Title,Experience,Education,Company Name,Salary Estimate,Location,Rating,Is Remote,Company Size,Founded,Type of Ownership,Industry,Sector,Revenue,Career Opportunities,Comp & Benefits,Culture & Values,Senior Management,Work Life Balance,Time of Scrape
669,Frontend Engineer,4,2,"OpenPhone Technologies
5.0",-1,Remote,5.0,True,51 to 200 Employees,2018,Company - Private,Enterprise Software & Network Solutions,Information Technology,$5 to $25 million (USD),4.8,5.0,4.9,5.0,4.9,2023-05-14 14:41:03.284177
670,Frontend Engineer,1,1,"SportsRecruits
4.3","$125,000 /yr (est.)",Remote,4.3,True,1 to 50 Employees,2009,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable,3.8,3.5,4.4,4.0,4.0,2023-05-14 14:41:05.628007
671,Software Engineer,-1,1,Redvest App,"$105,000 /yr (est.)",Remote,-1,True,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-14 14:41:08.328568
672,Software Engineer,10,-1,slesha inc,$60.00 /hr (est.),Remote,-1,True,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-14 14:41:10.341602
673,Software Engineer - CommerceTools,1,2,"Atos Syntel
3.6",$45.24 /hr (est.),Remote,3.6,True,10000+ Employees,1980,Company - Private,Information Technology Support Services,Information Technology,$1 to $5 billion (USD),3.4,3.0,3.5,3.1,3.5,2023-05-14 14:41:12.375544
674,Software Engineer,-1,1,Cboe Vest,"$122,364 /yr (est.)",Remote,-1,True,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-14 14:41:15.481118
675,Software Development Engineer II - Creator Growth (Contract),1,1,"Twitch
4.0",$85.00 /hr (est.),"San Francisco, CA",4.0,False,1001 to 5000 Employees,2011,Subsidiary or Business Segment,Internet & Web Services,Information Technology,Unknown / Non-Applicable,3.7,3.8,3.9,3.3,3.9,2023-05-14 14:41:17.485329
676,Software Engineer,2,1,"THIRDHOME
4.3","$100,000 /yr (est.)",Remote,4.3,True,1 to 50 Employees,2010,Company - Private,Real Estate,Real Estate,$1 to $5 million (USD),4.3,4.4,4.3,4.3,4.4,2023-05-14 14:41:20.285008
677,Junior Level Cloud Engineer,1,2,"element technologies
3.9",$42.50 /hr (est.),Remote,3.9,True,51 to 200 Employees,2000,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,3.5,3.4,3.6,3.7,3.5,2023-05-14 14:41:23.068265
678,Full Stack Software Engineer,4,1,"Vityl
5.0",-1,Remote,5.0,True,1 to 50 Employees,2017,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,5.0,4.3,4.9,4.8,5.0,2023-05-14 14:41:25.741451
679,Software Engineer - GIS,2,1,"LJA Engineering
4.1","$88,847 /yr (est.)","Katy, TX",4.1,False,1001 to 5000 Employees,1997,Private Practice / Firm,Architectural & Engineering Services,"Construction, Repair & Maintenance Services",$100 to $500 million (USD),4.2,4.1,4.3,4.2,3.9,2023-05-14 14:41:30.106543
680,Frontend Engineer,5,2,"Ryzen Solutions
4.2",$74.50 /hr (est.),"Foster City, CA",4.2,False,51 to 200 Employees,1999,Company - Private,HR Consulting,Human Resources & Staffing,$25 to $100 million (USD),4.3,4.0,4.2,4.0,4.0,2023-05-14 14:41:32.863603
681,Software Engineer,-1,2,"Mosaic Learning, Inc.
3.4","$82,000 /yr (est.)",Remote,3.4,True,51 to 200 Employees,2005,Company - Private,Enterprise Software & Network Solutions,Information Technology,$5 to $25 million (USD),3.0,3.5,3.4,3.0,3.8,2023-05-14 14:41:35.997934
682,Cloud Engineer,10,1,"Radcube LLC
3.6","$122,650 /yr (est.)",Remote,3.6,True,51 to 200 Employees,-1,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,3.6,3.2,3.6,3.4,3.6,2023-05-14 14:41:38.704459
683,Software Engineer,6,2,"January Technologies
5.0","$135,000 /yr (est.)","San Francisco, CA",5.0,False,51 to 200 Employees,2016,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,4.9,4.4,5.0,5.0,4.9,2023-05-14 14:41:41.455312
684,Software Engineer (Full Stack) - Remote,5,2,"TeamOne Logistics
4.0","$125,000 /yr (est.)","Dallas, TX",4.0,False,501 to 1000 Employees,2003,Company - Private,Taxi & Car Services,Transportation & Logistics,$25 to $100 million (USD),3.3,3.7,3.1,3.5,3.5,2023-05-14 14:41:43.917046
685,Frontend Software Engineer (React),4,1,"PracticeGenius LLC
5.0",-1,Remote,5.0,True,51 to 200 Employees,-1,Company - Private,Computer Hardware Development,Information Technology,$5 to $25 million (USD),4.0,4.0,5.0,5.0,4.0,2023-05-14 14:41:46.779864
686,Clojure Software Engineer,-1,2,Snap eHealth Inc,-1,Remote,-1,True,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-14 14:41:49.315367
687,Software Engineer I,-1,1,"Global Payments
3.4","$82,680 /yr (est.)","Alpharetta, GA",3.4,False,10000+ Employees,1967,Company - Public,Financial Transaction Processing,Financial Services,$5 to $10 billion (USD),3.3,3.3,3.4,3.1,3.4,2023-05-14 14:41:51.336423
688,AWS Cloud Engineer,-1,2,Kanini,$67.50 /hr (est.),Remote,-1,True,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-14 14:41:53.781278
689,"Software Developer, Frontend",-1,1,"DISQO
4.5","$120,000 /yr (est.)",Remote,4.5,True,201 to 500 Employees,2015,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable,4.1,4.3,4.2,4.1,4.2,2023-05-14 14:41:55.854558
690,Junior Cloud Engineer,2,2,"Atos Syntel
3.6","$55,000 /yr (est.)","Littleton, CO",3.6,False,10000+ Employees,1980,Company - Private,Information Technology Support Services,Information Technology,$1 to $5 billion (USD),3.4,3.0,3.5,3.1,3.5,2023-05-14 14:42:07.582367
691,Software Engineer,2,1,Aiden Technology,"$100,000 /yr (est.)",Remote,-1,True,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-14 14:42:11.097574
692,Software Engineer,5,1,"MW Industries, Inc.
3.4","$105,000 /yr (est.)",Remote,3.4,True,1001 to 5000 Employees,-1,Company - Private,Machinery Manufacturing,Manufacturing,$500 million to $1 billion (USD),3.6,3.6,3.1,3.2,3.2,2023-05-14 14:42:13.677153
693,Kubernetes Engineer,1,3,"Purple Drive Technologies
4.2",$55.00 /hr (est.),"Deerfield, IL",4.2,False,1 to 50 Employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,3.9,3.7,4.0,4.0,4.2,2023-05-14 14:42:16.378346
694,Software Engineer - CommerceTools,1,2,"Atos Syntel
3.6",$45.24 /hr (est.),Remote,3.6,True,10000+ Employees,1980,Company - Private,Information Technology Support Services,Information Technology,$1 to $5 billion (USD),3.4,3.0,3.5,3.1,3.5,2023-05-14 14:42:18.986385
695,Frontend Engineer,4,2,"OpenPhone Technologies
5.0",-1,Remote,5.0,True,51 to 200 Employees,2018,Company - Private,Enterprise Software & Network Solutions,Information Technology,$5 to $25 million (USD),4.8,5.0,4.9,5.0,4.9,2023-05-14 14:42:21.756638
696,Software Engineer,2,1,"Polco
4.8","$115,000 /yr (est.)",Remote,4.8,True,51 to 200 Employees,-1,Company - Private,Municipal Agencies,Government & Public Administration,Unknown / Non-Applicable,4.4,4.4,4.7,4.7,5.0,2023-05-14 14:42:24.169814
697,Software Engineer,-1,1,Redvest App,"$105,000 /yr (est.)",Remote,-1,True,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-14 14:42:26.570217
698,Junior Level Cloud Engineer,1,2,"element technologies
3.9",$42.50 /hr (est.),Remote,3.9,True,51 to 200 Employees,2000,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,3.5,3.4,3.6,3.7,3.5,2023-05-14 14:42:28.705385
699,Frontend Engineer,1,1,"SportsRecruits
4.3","$125,000 /yr (est.)",Remote,4.3,True,1 to 50 Employees,2009,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable,3.8,3.5,4.4,4.0,4.0,2023-05-14 14:42:31.781743
700,Software Engineer,3,1,Vindhya Data Science,"$105,000 /yr (est.)",Remote,-1,True,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-14 14:42:34.837164
701,Software Engineer - GIS,2,1,"LJA Engineering
4.1","$88,847 /yr (est.)","Katy, TX",4.1,False,1001 to 5000 Employees,1997,Private Practice / Firm,Architectural & Engineering Services,"Construction, Repair & Maintenance Services",$100 to $500 million (USD),4.2,4.1,4.3,4.2,3.9,2023-05-14 14:42:36.937628
702,Frontend Engineer,3,1,"Trellis
4.4",-1,Remote,4.4,True,51 to 200 Employees,2012,Company - Private,Advertising & Public Relations,Media & Communication,$5 to $25 million (USD),4.3,4.2,4.3,4.3,4.2,2023-05-14 14:42:40.498645
703,Software Engineer,2,1,"THIRDHOME
4.3","$100,000 /yr (est.)",Remote,4.3,True,1 to 50 Employees,2010,Company - Private,Real Estate,Real Estate,$1 to $5 million (USD),4.3,4.4,4.3,4.3,4.4,2023-05-14 14:42:43.373906
704,Frontend Software Engineer (React),4,1,"PracticeGenius LLC
5.0",-1,Remote,5.0,True,51 to 200 Employees,-1,Company - Private,Computer Hardware Development,Information Technology,$5 to $25 million (USD),4.0,4.0,5.0,5.0,4.0,2023-05-14 14:42:46.345219
705,"Sr Fullstack Engineer - Nodejs, AWS",10,-1,"chenoa inc
3.6",$57.02 /hr (est.),Remote,3.6,True,201 to 500 Employees,1998,Company - Private,Information Technology Support Services,Information Technology,$5 to $25 million (USD),3.5,3.2,3.4,3.2,3.4,2023-05-14 14:42:49.064264
706,Software Engineer,10,-1,slesha inc,$60.00 /hr (est.),Remote,-1,True,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-14 14:42:53.221882
707,Full Stack Software Engineer,4,1,"Vityl
5.0",-1,Remote,5.0,True,1 to 50 Employees,2017,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,5.0,4.3,4.9,4.8,5.0,2023-05-14 14:42:55.303716
708,Software Engineer – Frontend,2,1,"ClimateAI
5.0",-1,Remote,5.0,True,1 to 50 Employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,4.7,3.3,5.0,4.7,4.7,2023-05-14 14:42:59.782535
709,Frontend Engineer,5,2,"Ryzen Solutions
4.2",$74.50 /hr (est.),"Foster City, CA",4.2,False,51 to 200 Employees,1999,Company - Private,HR Consulting,Human Resources & Staffing,$25 to $100 million (USD),4.3,4.0,4.2,4.0,4.0,2023-05-14 14:43:02.363446
710,Software Development Engineer II - Creator Growth (Contract),1,1,"Twitch
4.0",$85.00 /hr (est.),"San Francisco, CA",4.0,False,1001 to 5000 Employees,2011,Subsidiary or Business Segment,Internet & Web Services,Information Technology,Unknown / Non-Applicable,3.7,3.8,3.9,3.3,3.9,2023-05-14 14:43:05.117697
711,Java Software Engineer,5,1,Intelon Optics,$50.00 /hr (est.),Remote,-1,True,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-14 14:43:08.686019
712,Software Engineer,-1,2,"Mosaic Learning, Inc.
3.4","$82,000 /yr (est.)",Remote,3.4,True,51 to 200 Employees,2005,Company - Private,Enterprise Software & Network Solutions,Information Technology,$5 to $25 million (USD),3.0,3.5,3.4,3.0,3.8,2023-05-14 14:43:10.874738
713,Cloud Engineer,3,1,"GenTech Associates
4.4",$60.00 /hr (est.),"Lansing, MI",4.4,False,51 to 200 Employees,2005,Company - Private,Business Consulting,Management & Consulting,Unknown / Non-Applicable,4.2,4.3,4.4,4.3,4.5,2023-05-14 14:43:13.613159
714,Remote Software Engineer - All Levels,4,1,"Kikoff
4.3","$128,743 /yr (est.)","San Francisco, CA",4.3,False,1 to 50 Employees,2019,Company - Private,Banking & Lending,Financial Services,Unknown / Non-Applicable,4.2,4.6,4.2,4.1,4.2,2023-05-14 14:43:16.467550
715,DevOps Engineer - AWS CDK,3,1,"ComTec
2.4",-1,Remote,2.4,True,51 to 200 Employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,1.4,1.8,1.8,1.8,1.5,2023-05-14 14:43:19.778310
716,Software Engineer,-1,1,"PNC Financial Services Group
3.6","$87,184 /yr (est.)","Pittsburgh, PA",3.6,False,10000+ Employees,1845,Company - Public,Banking & Lending,Financial Services,$10+ billion (USD),3.6,3.3,3.7,3.2,3.5,2023-05-14 14:43:22.409824
717,AWS Cloud Engineer,-1,2,Kanini,$67.50 /hr (est.),Remote,-1,True,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-14 14:43:26.377518
718,"Software Engineer, Docs + Wiki",-1,1,"Notion
4.9","$190,000 /yr (est.)","San Francisco, CA",4.9,False,201 to 500 Employees,2016,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,4.9,4.8,4.9,4.8,4.6,2023-05-14 14:43:28.487464
719,Clojure Software Engineer,-1,2,Snap eHealth Inc,-1,Remote,-1,True,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-14 14:43:31.020433
720,Junior Cloud Engineer,2,2,"Atos Syntel
3.6","$55,000 /yr (est.)","Littleton, CO",3.6,False,10000+ Employees,1980,Company - Private,Information Technology Support Services,Information Technology,$1 to $5 billion (USD),3.4,3.0,3.5,3.1,3.5,2023-05-14 14:43:43.257197
721,Software Engineer,2,1,"Polco
4.8","$115,000 /yr (est.)",Remote,4.8,True,51 to 200 Employees,-1,Company - Private,Municipal Agencies,Government & Public Administration,Unknown / Non-Applicable,4.4,4.4,4.7,4.7,5.0,2023-05-14 14:43:45.895849
722,Software Engineer,5,1,"MW Industries, Inc.
3.4","$105,000 /yr (est.)",Remote,3.4,True,1001 to 5000 Employees,-1,Company - Private,Machinery Manufacturing,Manufacturing,$500 million to $1 billion (USD),3.6,3.6,3.1,3.2,3.2,2023-05-14 14:43:48.513066
723,Frontend Engineer,1,1,"SportsRecruits
4.3","$125,000 /yr (est.)",Remote,4.3,True,1 to 50 Employees,2009,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable,3.8,3.5,4.4,4.0,4.0,2023-05-14 14:43:51.316224
724,Software Engineer,2,1,Aiden Technology,"$100,000 /yr (est.)",Remote,-1,True,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-14 14:43:54.375825
725,Kubernetes Engineer,1,3,"Purple Drive Technologies
4.2",$55.00 /hr (est.),"Deerfield, IL",4.2,False,1 to 50 Employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,3.9,3.7,4.0,4.0,4.2,2023-05-14 14:43:56.684995
726,Software Engineer - CommerceTools,1,2,"Atos Syntel
3.6",$45.24 /hr (est.),Remote,3.6,True,10000+ Employees,1980,Company - Private,Information Technology Support Services,Information Technology,$1 to $5 billion (USD),3.4,3.0,3.5,3.1,3.5,2023-05-14 14:43:59.384063
727,Software Engineer,-1,1,Redvest App,"$105,000 /yr (est.)",Remote,-1,True,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-14 14:44:02.768563
728,Junior Level Cloud Engineer,1,2,"element technologies
3.9",$42.50 /hr (est.),Remote,3.9,True,51 to 200 Employees,2000,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,3.5,3.4,3.6,3.7,3.5,2023-05-14 14:44:05.042427
729,Frontend Engineer,3,1,"Trellis
4.4",-1,Remote,4.4,True,51 to 200 Employees,2012,Company - Private,Advertising & Public Relations,Media & Communication,$5 to $25 million (USD),4.3,4.2,4.3,4.3,4.2,2023-05-14 14:44:07.813216
730,Software Engineer,3,1,Vindhya Data Science,"$105,000 /yr (est.)",Remote,-1,True,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-14 14:44:10.983231
731,Frontend Engineer,4,2,"OpenPhone Technologies
5.0",-1,Remote,5.0,True,51 to 200 Employees,2018,Company - Private,Enterprise Software & Network Solutions,Information Technology,$5 to $25 million (USD),4.8,5.0,4.9,5.0,4.9,2023-05-14 14:44:13.203472
732,Software Engineer,2,1,"THIRDHOME
4.3","$100,000 /yr (est.)",Remote,4.3,True,1 to 50 Employees,2010,Company - Private,Real Estate,Real Estate,$1 to $5 million (USD),4.3,4.4,4.3,4.3,4.4,2023-05-14 14:44:15.641366
733,Frontend Software Engineer (React),4,1,"PracticeGenius LLC
5.0",-1,Remote,5.0,True,51 to 200 Employees,-1,Company - Private,Computer Hardware Development,Information Technology,$5 to $25 million (USD),4.0,4.0,5.0,5.0,4.0,2023-05-14 14:44:18.678670
734,"Sr Fullstack Engineer - Nodejs, AWS",10,-1,"chenoa inc
3.6",$57.02 /hr (est.),Remote,3.6,True,201 to 500 Employees,1998,Company - Private,Information Technology Support Services,Information Technology,$5 to $25 million (USD),3.5,3.2,3.4,3.2,3.4,2023-05-14 14:44:23.113319
735,Full Stack Software Engineer,1,1,"SportsRecruits
4.3","$125,000 /yr (est.)",Remote,4.3,True,1 to 50 Employees,2009,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable,3.8,3.5,4.4,4.0,4.0,2023-05-14 14:44:25.997344
736,Software Engineer – Frontend,2,1,"ClimateAI
5.0",-1,Remote,5.0,True,1 to 50 Employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,4.7,3.3,5.0,4.7,4.7,2023-05-14 14:44:29.160782
737,Full Stack Software Engineer,4,1,"Vityl
5.0",-1,Remote,5.0,True,1 to 50 Employees,2017,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,5.0,4.3,4.9,4.8,5.0,2023-05-14 14:44:31.559141
738,Software Engineer,-1,2,"Mosaic Learning, Inc.
3.4","$82,000 /yr (est.)",Remote,3.4,True,51 to 200 Employees,2005,Company - Private,Enterprise Software & Network Solutions,Information Technology,$5 to $25 million (USD),3.0,3.5,3.4,3.0,3.8,2023-05-14 14:44:34.278599
739,AWS Cloud Engineer,7,2,Saimon System,$80.18 /hr (est.),Remote,-1,True,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-14 14:44:37.278079
740,Software Engineer - GIS,2,1,"LJA Engineering
4.1","$88,847 /yr (est.)","Katy, TX",4.1,False,1001 to 5000 Employees,1997,Private Practice / Firm,Architectural & Engineering Services,"Construction, Repair & Maintenance Services",$100 to $500 million (USD),4.2,4.1,4.3,4.2,3.9,2023-05-14 14:44:39.451519
741,"Software Engineer, Docs + Wiki",-1,1,"Notion
4.9","$190,000 /yr (est.)","San Francisco, CA",4.9,False,201 to 500 Employees,2016,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,4.9,4.8,4.9,4.8,4.6,2023-05-14 14:44:43.258536
742,Frontend Engineer,5,2,"Ryzen Solutions
4.2",$74.50 /hr (est.),"Foster City, CA",4.2,False,51 to 200 Employees,1999,Company - Private,HR Consulting,Human Resources & Staffing,$25 to $100 million (USD),4.3,4.0,4.2,4.0,4.0,2023-05-14 14:44:45.749351
743,Software Development Engineer II - Creator Growth (Contract),1,1,"Twitch
4.0",$85.00 /hr (est.),"San Francisco, CA",4.0,False,1001 to 5000 Employees,2011,Subsidiary or Business Segment,Internet & Web Services,Information Technology,Unknown / Non-Applicable,3.7,3.8,3.9,3.3,3.9,2023-05-14 14:44:49.089091
744,Java Software Engineer,5,1,Intelon Optics,$50.00 /hr (est.),Remote,-1,True,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-14 14:44:52.054654
745,Remote Software Engineer - All Levels,4,1,"Kikoff
4.3","$128,743 /yr (est.)","San Francisco, CA",4.3,False,1 to 50 Employees,2019,Company - Private,Banking & Lending,Financial Services,Unknown / Non-Applicable,4.2,4.6,4.2,4.1,4.2,2023-05-14 14:44:54.004289
746,Software Engineer (Full Stack) - Remote,5,2,"TeamOne Logistics
4.0","$125,000 /yr (est.)","Dallas, TX",4.0,False,501 to 1000 Employees,2003,Company - Private,Taxi & Car Services,Transportation & Logistics,$25 to $100 million (USD),3.3,3.7,3.1,3.5,3.5,2023-05-14 14:44:57.003071
747,DevOps Engineer - AWS CDK,3,1,"ComTec
2.4",-1,Remote,2.4,True,51 to 200 Employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,1.4,1.8,1.8,1.8,1.5,2023-05-14 14:44:59.873895
748,Clojure Software Engineer,-1,2,Snap eHealth Inc,-1,Remote,-1,True,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-14 14:45:03.191712
749,AWS Cloud Engineer,-1,2,Kanini,$67.50 /hr (est.),Remote,-1,True,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-14 14:45:06.094885
750,Junior Cloud Engineer,2,2,"Atos Syntel
3.6","$55,000 /yr (est.)","Littleton, CO",3.6,False,10000+ Employees,1980,Company - Private,Information Technology Support Services,Information Technology,$1 to $5 billion (USD),3.4,3.0,3.5,3.1,3.5,2023-05-14 14:45:17.919836
751,Software Engineer - CommerceTools,1,2,"Atos Syntel
3.6",$45.24 /hr (est.),Remote,3.6,True,10000+ Employees,1980,Company - Private,Information Technology Support Services,Information Technology,$1 to $5 billion (USD),3.4,3.0,3.5,3.1,3.5,2023-05-14 14:45:20.790037
752,-1,-1,-1,-1,-1,-1,-1,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-14 14:45:24.973995
753,Software Engineer,2,1,"Polco
4.8","$115,000 /yr (est.)",Remote,4.8,True,51 to 200 Employees,-1,Company - Private,Municipal Agencies,Government & Public Administration,Unknown / Non-Applicable,4.4,4.4,4.7,4.7,5.0,2023-05-14 14:45:26.482681
754,"Sr Fullstack Engineer - Nodejs, AWS",10,-1,"chenoa inc
3.6",$57.02 /hr (est.),Remote,3.6,True,201 to 500 Employees,1998,Company - Private,Information Technology Support Services,Information Technology,$5 to $25 million (USD),3.5,3.2,3.4,3.2,3.4,2023-05-14 14:45:29.589913
755,Frontend Engineer,1,1,"SportsRecruits
4.3","$125,000 /yr (est.)",Remote,4.3,True,1 to 50 Employees,2009,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable,3.8,3.5,4.4,4.0,4.0,2023-05-14 14:45:32.520587
756,Software Engineer,2,1,Aiden Technology,"$100,000 /yr (est.)",Remote,-1,True,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-14 14:45:35.993323
757,Software Engineer,-1,1,Redvest App,"$105,000 /yr (est.)",Remote,-1,True,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-14 14:45:38.092962
758,Software Engineer – Frontend,2,1,"ClimateAI
5.0",-1,Remote,5.0,True,1 to 50 Employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,4.7,3.3,5.0,4.7,4.7,2023-05-14 14:45:40.194031
759,Frontend Engineer,3,1,"Trellis
4.4",-1,Remote,4.4,True,51 to 200 Employees,2012,Company - Private,Advertising & Public Relations,Media & Communication,$5 to $25 million (USD),4.3,4.2,4.3,4.3,4.2,2023-05-14 14:45:42.890383
