Salary Estimate,Annual Salary,Job Title,Experience,Education,Position,Company Name,Location,Rating,Is Remote,Company Old,Company Size,Founded,Type of Ownership,Industry,Sector,Revenue,Career Opportunities,Comp & Benefits,Culture & Values,Senior Management,Work Life Balance,Time Unit,Scale_Company_Size,Scale_Revenue
"$80,000 /yr (est.)",80000.0,Software Implementation Consultant,0.0,1,1,ScanForce,Remote,3.9213563355145746,1,43.82850041425021,-1,-1,Private,-1,-1,-1,3.740399153311158,3.7317205926821893,3.8397641366797703,3.6290293317205924,3.815663743574237,yr,4.521026072329689,6.443643512450852
"$72,630 /yr (est.)",72630.0,Junior Technology Consultant - Full Time,0.0,2,1,Protelo, CA,4.4,0,15.0,1 to 50 Employees,2008,Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,4.1,4.8,4.4,4.4,5.0,yr,1.0,6.443643512450852
"$98,800 /yr (est.)",98800.0,Technology Consultant,0.0,1,1,ServiceRocket,Remote,4.9,1,22.0,201 to 500 Employees,2001,Private,Information Technology Support Services,Information Technology,$25 to $100 million (USD),4.8,4.6,4.9,4.7,4.8,yr,3.0,6.443643512450852
"$97,315 /yr (est.)",97315.0,DevOps/SRE Consultant,5.0,1,1,Intone Networks, GA,4.3,0,43.82850041425021,-1,-1,Private,-1,-1,-1,4.3,4.2,4.2,3.6,4.2,yr,4.521026072329689,6.443643512450852
"$115,000 /yr (est.)",115000.0,Identity and Access Management Consultant,5.0,1,1,Strata Information Group,Remote,4.5,1,36.0,51 to 200 Employees,1987,Private,Colleges & Universities,Education,$5 to $25 million (USD),3.8,3.8,4.6,4.4,4.2,yr,2.0,3.0
$60.00 /hr (est.),124800.0,Machine Learning Consultant,5.0,1,1,Moorecroft Systems, WA,3.9213563355145746,0,43.82850041425021,-1,-1,Private,-1,-1,-1,3.740399153311158,3.7317205926821893,3.8397641366797703,3.6290293317205924,3.815663743574237,hr,4.521026072329689,6.443643512450852
"$184,500 /yr (est.)",184500.0,Principal Technical Consultant - App Engine,6.0,1,1,ServiceNow, CA,4.5,0,19.0,10000+ Employees,2004,Public,Enterprise Software & Network Solutions,Information Technology,$1 to $5 billion (USD),4.3,4.4,4.6,4.3,4.3,yr,7.0,7.0
"$95,318 /yr (est.)",95318.0,PeopleSoft Functional AR Consultant,2.0,1,1,Baer Group, DC,3.6,0,26.0,Unknown,1997,Private,Business Consulting,Management & Consulting,Unknown / Non-Applicable,3.3,3.4,3.3,3.6,3.7,yr,4.521026072329689,6.443643512450852
"$150,000 /yr (est.)",150000.0,MS Dynamics CRM Consultant,3.0,1,1,DSM Infocom,Remote,2.5,1,43.82850041425021,-1,-1,Private,-1,-1,-1,2.7,2.1,2.6,2.4,2.5,yr,4.521026072329689,6.443643512450852
$62.50 /hr (est.),130000.0,SAP SD OTC Consultant,8.0,2,1,Konnectingtree, IL,3.9213563355145746,0,43.82850041425021,-1,-1,Private,-1,-1,-1,3.740399153311158,3.7317205926821893,3.8397641366797703,3.6290293317205924,3.815663743574237,hr,4.521026072329689,6.443643512450852
"$71,254 /yr (est.)",71254.0,Senior Implementation Consultant - Payroll (Remote),2.0,2,1,Paycor,Remote,3.6,1,33.0,1001 to 5000 Employees,1990,Public,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),3.7,3.9,3.7,3.4,3.5,yr,5.0,6.0
$80.00 /hr (est.),166400.0,Kronos Consultant,0.0,2,1,Clarity Consultants, MA,3.8,0,31.0,201 to 500 Employees,1992,Private,Business Consulting,Management & Consulting,$25 to $100 million (USD),3.5,3.9,3.5,3.4,4.0,hr,3.0,6.443643512450852
"$106,511 /yr (est.)",106511.0,Azure DevOps Consultant,0.0,2,0,"Intertech, Inc", OK,4.4,0,32.0,51 to 200 Employees,1991,Private,Information Technology Support Services,Information Technology,$5 to $25 million (USD),4.3,4.2,4.6,4.5,4.5,yr,2.0,3.0
"$105,000 /yr (est.)",105000.0,SharePoint Consultant,0.0,1,-1,Public Consulting Group, CA,3.8,0,37.0,1001 to 5000 Employees,1986,Private,Business Consulting,Management & Consulting,$100 to $500 million (USD),3.3,3.6,3.8,3.4,3.9,yr,5.0,6.0
"$123,250 /yr (est.)",123250.0,OPTICAL ENGINEERING CONSULTANT,0.0,2,1,n&k technology, CA,3.1,0,43.82850041425021,-1,-1,Private,-1,-1,-1,2.1,2.4,2.3,1.3,1.6,yr,4.521026072329689,6.443643512450852
"$81,550 /yr (est.)",81550.0,(Remote) Digital Operations Implementation Consultant,2.0,2,1,Sun Life, MA,3.7,0,158.0,10000+ Employees,1865,Public,Insurance Carriers,Insurance,$10+ billion (USD),3.3,3.6,3.8,3.4,3.8,yr,7.0,9.0
$62.50 /hr (est.),130000.0,Qlik Consultant (remote),5.0,1,1,"Safebox, LLC",Remote,3.9213563355145746,1,43.82850041425021,-1,-1,Private,-1,-1,-1,3.740399153311158,3.7317205926821893,3.8397641366797703,3.6290293317205924,3.815663743574237,hr,4.521026072329689,6.443643512450852
"$89,800 /yr (est.)",89800.0,Consultant - Solumina Business Analyst (US Remote),0.0,1,-1,DXC Technology,LA,3.6,0,6.0,10000+ Employees,2017,Public,Information Technology Support Services,Information Technology,$10+ billion (USD),3.4,3.1,3.6,3.3,3.8,yr,7.0,9.0
"$77,500 /yr (est.)",77500.0,Informatica BDM Consultant,7.0,2,1,Azzurra Solutions LLC,Remote,5.0,1,43.82850041425021,-1,-1,Private,-1,-1,-1,5.0,5.0,5.0,5.0,5.0,yr,4.521026072329689,6.443643512450852
"$76,448 /yr (est.)",76448.0,Junior Analytics Consultant,0.0,1,1,"Kadiak, LLC", VA,4.1,0,43.82850041425021,-1,-1,Private,-1,-1,-1,3.8,4.2,4.2,3.9,4.2,yr,4.521026072329689,6.443643512450852
"$90,981 /yr (est.)",90981.0,Data Governance Consultant - Independent Verification,0.0,1,1,Truist Bank, GA,3.5,0,4.0,10000+ Employees,2019,Public,Banking & Lending,Financial Services,$5 to $10 billion (USD),3.4,3.7,3.5,3.1,3.3,yr,7.0,8.0
"$97,500 /yr (est.)",97500.0,IT Consultant,3.0,1,1,Twentyseven Global, KS,4.5,0,43.82850041425021,-1,-1,Private,-1,-1,-1,4.5,5.0,3.6,3.1,4.0,yr,4.521026072329689,6.443643512450852
$40.50 /hr (est.),84240.0,Data Analytics Consultant,5.0,1,1,DONIA LLC,Remote,4.0,1,43.82850041425021,-1,-1,Private,-1,-1,-1,1.0,3.0,2.0,1.0,5.0,hr,4.521026072329689,6.443643512450852
"$134,500 /yr (est.)",134500.0,Technical Consultant,8.0,1,1,Computronix, CO,4.6,0,44.0,51 to 200 Employees,1979,Private,Computer Hardware Development,Information Technology,$25 to $100 million (USD),4.2,4.0,4.7,4.6,4.6,yr,2.0,6.443643512450852
"$87,900 /yr (est.)",87900.0,ServiceNow Technical Consultant ( Remote),3.0,1,-1,DXC Technology,LA,3.6,0,6.0,10000+ Employees,2017,Public,Information Technology Support Services,Information Technology,$10+ billion (USD),3.4,3.1,3.6,3.3,3.8,yr,7.0,9.0
"$120,000 /yr (est.)",120000.0,Oracle EBS Financials Functional Consultant,0.0,1,1,Mountain State Software Solutions (MS3),Remote,3.8,1,14.0,51 to 200 Employees,2009,Private,Information Technology Support Services,Information Technology,$5 to $25 million (USD),2.4,2.3,2.3,2.2,2.7,yr,2.0,3.0
$27.50 /hr (est.),57200.0,Software Developer - Consultant,0.0,1,1,Development Gateway,Remote,4.1,1,22.0,1 to 50 Employees,2001,Nonprofit Organization,Information Technology Support Services,Information Technology,$5 to $25 million (USD),3.6,3.6,4.0,3.3,3.8,hr,1.0,3.0
"$145,000 /yr (est.)",145000.0,Data Migration Consultant,2.0,2,0,Okaya Corp, KS,3.9213563355145746,0,43.82850041425021,-1,-1,Private,-1,-1,-1,3.740399153311158,3.7317205926821893,3.8397641366797703,3.6290293317205924,3.815663743574237,yr,4.521026072329689,6.443643512450852
$45.00 /hr (est.),93600.0,Sr. Talend Consultant,11.0,2,-1,Visvak Solutions, GA,3.8,0,43.82850041425021,-1,-1,Private,-1,-1,-1,3.3,3.5,3.4,2.9,3.4,hr,4.521026072329689,6.443643512450852
"$90,394 /yr (est.)",90394.0,Technical Consultant,3.4723428902403706,-1,-1,HITACHI ENERGY USA INC, NC,4.0,0,43.82850041425021,-1,-1,Private,-1,-1,-1,3.8,3.5,4.0,3.5,4.0,yr,4.521026072329689,6.443643512450852
"$50,000 /yr (est.)",50000.0,Jr. Mainframe Migration Consultant,0.0,1,1,Astadia,Remote,3.0,1,21.0,201 to 500 Employees,2002,Private,Information Technology Support Services,Information Technology,$25 to $100 million (USD),2.8,2.9,2.8,2.7,3.1,yr,3.0,6.443643512450852
$44.37 /hr (est.),92289.6,Information Technology Consultant 1 (20006494),0.0,1,0,State of Ohio Jobs, OH,3.6,0,220.0,10000+ Employees,1803,Government,State & Regional Agencies,Government & Public Administration,Unknown / Non-Applicable,3.5,3.8,3.1,2.7,3.5,hr,7.0,6.443643512450852
$62.50 /hr (est.),130000.0,Sr. Software Developer (Consultant),5.0,1,1,HomeServe USA,Remote,3.8,1,20.0,1001 to 5000 Employees,2003,Public,General Repair & Maintenance,"Construction, Repair & Maintenance Services",$100 to $500 million (USD),3.5,4.0,3.9,3.0,3.7,hr,5.0,6.0
"$127,500 /yr (est.)",127500.0,Data Engineer / Consultant,3.0,2,1,Smartbridge, TX,3.3,0,20.0,51 to 200 Employees,2003,Private,Business Consulting,Management & Consulting,$5 to $25 million (USD),3.5,3.7,3.4,3.3,3.4,yr,2.0,3.0
"$105,195 /yr (est.)",105195.0,SAP BW Consultant,3.4723428902403706,-1,-1,Stango & Associates, NJ,3.9213563355145746,0,43.82850041425021,-1,-1,Private,-1,-1,-1,3.740399153311158,3.7317205926821893,3.8397641366797703,3.6290293317205924,3.815663743574237,yr,4.521026072329689,6.443643512450852
$80.00 /hr (est.),166400.0,Oracle Fusion O2C Consultant,0.0,2,1,Infinity Quest,Remote,3.9,1,17.0,201 to 500 Employees,2006,Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,3.9,3.6,3.8,3.7,3.6,hr,3.0,6.443643512450852
"$81,550 /yr (est.)",81550.0,(Remote) Digital Operations Implementation Consultant,2.0,2,1,Sun Life, ME,3.7,0,158.0,10000+ Employees,1865,Public,Insurance Carriers,Insurance,$10+ billion (USD),3.3,3.6,3.8,3.4,3.8,yr,7.0,9.0
"$98,500 /yr (est.)",98500.0,Banner SSB 9 Functional Consultant,0.0,1,1,Tharseo IT, DC,3.9213563355145746,0,43.82850041425021,-1,-1,Private,-1,-1,-1,3.740399153311158,3.7317205926821893,3.8397641366797703,3.6290293317205924,3.815663743574237,yr,4.521026072329689,6.443643512450852
"$68,734 /yr (est.)",68734.0,IT Application Consultant (CIS Operations),3.0,1,0,City of Austin, TX,3.8,0,184.0,10000+ Employees,1839,Government,Municipal Agencies,Government & Public Administration,Unknown / Non-Applicable,3.6,3.7,3.4,2.8,3.8,yr,7.0,6.443643512450852
"$145,880 /yr (est.)",145880.0,IT Consultant II Digital Analytics (100% Remote),6.0,1,0,Kaiser Permanente, CA,3.9,0,78.0,10000+ Employees,1945,Nonprofit Organization,Health Care Services & Hospitals,Healthcare,$10+ billion (USD),3.7,4.3,3.6,3.2,3.5,yr,7.0,9.0
"$93,107 /yr (est.)",93107.0,Associate Consultant - Java Developer,0.0,1,1,Makse Group, CO,2.9,0,43.82850041425021,-1,-1,Private,-1,-1,-1,2.9,3.3,2.7,2.9,2.9,yr,4.521026072329689,6.443643512450852
$79.04 /hr (est.),164403.2,SAP Technical Consultant,5.0,1,1,TELLUS SOLUTIONS,Remote,3.7,1,17.0,51 to 200 Employees,2006,Private,Information Technology Support Services,Information Technology,$5 to $25 million (USD),3.5,3.5,3.1,3.3,3.6,hr,2.0,3.0
"$81,550 /yr (est.)",81550.0,(Remote) Digital Operations Implementation Consultant,2.0,2,1,Sun Life, CT,3.7,0,158.0,10000+ Employees,1865,Public,Insurance Carriers,Insurance,$10+ billion (USD),3.3,3.6,3.8,3.4,3.8,yr,7.0,9.0
"$140,500 /yr (est.)",140500.0,SAP Finance (FI) Functional Consultant,3.4723428902403706,-1,-1,IBM, TX,4.0,0,112.0,10000+ Employees,1911,Public,Information Technology Support Services,Information Technology,$10+ billion (USD),3.9,3.7,4.0,3.5,4.0,yr,7.0,9.0
"$77,150 /yr (est.)",77150.0,"Consultant, Data Management",0.0,1,1,"The Travelers Companies, Inc.", CT,4.0,0,170.0,10000+ Employees,1853,Public,Insurance Carriers,Insurance,$10+ billion (USD),4.1,4.1,4.1,3.8,3.9,yr,7.0,9.0
"$87,552 /yr (est.)",87552.0,Senior Implementation Consultant - Payroll (Remote),0.0,2,1,Paycor,Remote,3.6,1,33.0,1001 to 5000 Employees,1990,Public,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),3.7,3.9,3.7,3.4,3.5,yr,5.0,6.0
"$202,050 /yr (est.)",202050.0,Functional Verification Applications Engineer Consultant,10.0,1,0,Siemens, CA,4.1,0,176.0,10000+ Employees,1847,Public,Electronics Manufacturing,Manufacturing,$10+ billion (USD),3.8,3.8,4.1,3.7,4.1,yr,7.0,9.0
"$106,000 /yr (est.)",106000.0,SAP Consultant,4.0,1,1,Proftek Systems, NJ,3.9213563355145746,0,43.82850041425021,-1,-1,Private,-1,-1,-1,3.740399153311158,3.7317205926821893,3.8397641366797703,3.6290293317205924,3.815663743574237,yr,4.521026072329689,6.443643512450852
"$162,500 /yr (est.)",162500.0,Software Engineer Sr. Advisor - Remote,0.0,1,1,The Cigna Group,LA,3.7,0,158.0,10000+ Employees,1865,Public,Health Care Services & Hospitals,Healthcare,$10+ billion (USD),3.6,3.6,3.8,3.4,3.8,yr,7.0,9.0
"$88,225 /yr (est.)",88225.0,SAP Consultant,5.0,1,1,PPG Industries, PA,3.5,0,140.0,10000+ Employees,1883,Public,Chemical Manufacturing,Manufacturing,$10+ billion (USD),3.2,3.3,3.3,3.2,3.4,yr,7.0,9.0
"$151,500 /yr (est.)",151500.0,Teamcenter System Engineering Consultant REMOTE,0.0,1,1,Siemens Digital Industries Software, OR,4.2,0,19.0,5001 to 10000 Employees,2004,Subsidiary or Business Segment,Software Development,Information Technology,$10+ billion (USD),3.8,3.7,4.2,3.8,4.3,yr,6.0,9.0
"$62,968 /yr (est.)",62968.0,Implementation Consultant- SAP Ariba (100% Remote),0.0,2,1,Nitor Partners, TX,3.9,0,20.0,51 to 200 Employees,2003,Private,Business Consulting,Management & Consulting,Unknown / Non-Applicable,4.0,4.2,3.8,3.8,3.6,yr,2.0,6.443643512450852
"$121,600 /yr (est.)",121600.0,Sr. Security Consultant - Remote,8.0,1,1,Broadcom, VA,3.7,0,32.0,10000+ Employees,1991,Public,Electronics Manufacturing,Manufacturing,$10+ billion (USD),3.3,4.1,3.1,3.3,3.3,yr,7.0,9.0
"$102,788 /yr (est.)",102788.0,Cyber Security Consultant,5.0,1,1,M.A. Polce, NY,3.4,0,25.0,1 to 50 Employees,1998,Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,5.0,3.0,5.0,4.0,5.0,yr,1.0,6.443643512450852
"$140,500 /yr (est.)",140500.0,SAP Finance (FI) Functional Consultant,10.0,2,1,IBM, TX,4.0,0,112.0,10000+ Employees,1911,Public,Information Technology Support Services,Information Technology,$10+ billion (USD),3.9,3.7,4.0,3.5,4.0,yr,7.0,9.0
"$99,850 /yr (est.)",99850.0,"Senior Consultant, Data Management",0.0,1,1,"The Travelers Companies, Inc.", CT,4.0,0,170.0,10000+ Employees,1853,Public,Insurance Carriers,Insurance,$10+ billion (USD),4.1,4.1,4.1,3.8,3.9,yr,7.0,9.0
"$151,500 /yr (est.)",151500.0,Teamcenter System Engineering Consultant REMOTE,0.0,1,1,Siemens, MI,4.1,0,176.0,10000+ Employees,1847,Public,Electronics Manufacturing,Manufacturing,$10+ billion (USD),3.8,3.8,4.1,3.7,4.1,yr,7.0,9.0
"$52,801 /yr (est.)",52801.0,Instructional Core: Testing Coordinator + Data Strategist,0.0,2,1,Chicago Public Schools, IL,3.3,0,140.0,10000+ Employees,1883,School / School District,Primary & Secondary Schools,Education,Unknown / Non-Applicable,3.6,3.7,3.1,2.7,3.0,yr,7.0,6.443643512450852
"$98,515 /yr (est.)",98515.0,UX Strategist,0.0,2,0,Vanguard, NC,3.7,0,48.0,10000+ Employees,1975,Private,Investment & Asset Management,Financial Services,Unknown / Non-Applicable,3.6,3.4,3.8,3.3,3.9,yr,7.0,6.443643512450852
"$119,483 /yr (est.)",119483.0,Senior Data Strategist,10.0,1,1,Johns Hopkins Applied Physics Laboratory (APL), MD,4.2,0,81.0,5001 to 10000 Employees,1942,Nonprofit Organization,Aerospace & Defense,Aerospace & Defense,$1 to $5 billion (USD),4.1,4.0,4.2,3.6,4.4,yr,6.0,7.0
"$56,222 /yr (est.)",56222.0,Content Strategist,0.0,1,1,AdShark Marketing, ND,5.0,0,43.82850041425021,-1,-1,Private,-1,-1,-1,5.0,4.5,5.0,5.0,5.0,yr,4.521026072329689,6.443643512450852
"$56,056 /yr (est.)",56056.0,EMR Systems Trainer,4.0,1,-1,JPS Health Network, TX,4.0,0,146.0,5001 to 10000 Employees,1877,Nonprofit Organization,Health Care Services & Hospitals,Healthcare,$100 to $500 million (USD),4.1,3.8,4.2,3.5,3.8,yr,6.0,6.0
"$59,300 /yr (est.)",59300.0,"Program Manager, Learning and Development, Global Procurement Organization (GPO)",3.0,1,1,Amazon.com Services LLC, WA,3.8,0,29.0,10000+ Employees,1994,Public,Internet & Web Services,Information Technology,$10+ billion (USD),3.8,3.9,3.7,3.4,3.3,yr,7.0,9.0
"$63,002 /yr (est.)",63002.0,DCGSA Trainer Expert 35T– DDIST -,3.4723428902403706,-1,-1,Jacobs, AZ,4.0,0,76.0,10000+ Employees,1947,Public,Architectural & Engineering Services,"Construction, Repair & Maintenance Services",$10+ billion (USD),3.9,3.6,4.1,3.7,3.9,yr,7.0,9.0
"$40,990 /yr (est.)",40990.0,Lab Technician-Trainer,0.0,2,0,Patient First, MD,3.7,0,42.0,1001 to 5000 Employees,1981,Private,Health Care Services & Hospitals,Healthcare,Unknown / Non-Applicable,3.5,3.4,3.5,3.3,3.3,yr,5.0,6.443643512450852
"$69,975 /yr (est.)",69975.0,Technical Trainer (Measurement/Pressure Control),4.0,1,1,Teco Energy, NM,3.8,0,124.0,1001 to 5000 Employees,1899,Subsidiary or Business Segment,Energy & Utilities,"Energy, Mining & Utilities",$1 to $5 billion (USD),3.7,3.8,3.7,3.6,3.5,yr,5.0,7.0
"$104,628 /yr (est.)",104628.0,Application Training Specialist-Radiology,0.0,1,1,Intelerad, OR,3.2,0,24.0,501 to 1000 Employees,1999,Private,Enterprise Software & Network Solutions,Information Technology,$25 to $100 million (USD),3.3,3.1,3.3,3.1,3.7,yr,4.0,6.443643512450852
"$89,200 /yr (est.)",89200.0,Principal Military Mission Command Information Systems (MCIS) and Battle Space Workstation (BSWS) Trainer,10.0,1,1,Northrop Grumman, CO,4.0,0,84.0,10000+ Employees,1939,Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),4.0,3.8,3.8,3.5,4.0,yr,7.0,9.0
$30.00 /hr (est.),62400.0,Trainer Position - Network+ Technician,5.0,1,-1,"TheeSeeds, LLC", MD,3.9213563355145746,0,43.82850041425021,-1,-1,Private,-1,-1,-1,3.740399153311158,3.7317205926821893,3.8397641366797703,3.6290293317205924,3.815663743574237,hr,4.521026072329689,6.443643512450852
"$83,250 /yr (est.)",83250.0,"Associate Specialist , Training Compliance -#1457",6.0,1,0,"Tanvex BioPharma USA,Inc", CA,3.2,0,43.82850041425021,-1,-1,Private,-1,-1,-1,3.3,3.6,3.4,2.9,3.3,yr,4.521026072329689,6.443643512450852
"$107,284 /yr (est.)",107284.0,"Senior Program Manager, Learning and Development, Global Procurement Organization (GPO)",5.0,1,1,Amazon.com Services LLC, TN,3.8,0,29.0,10000+ Employees,1994,Public,Internet & Web Services,Information Technology,$10+ billion (USD),3.8,3.9,3.7,3.4,3.3,yr,7.0,9.0
"$66,762 /yr (est.)",66762.0,Software Development Trainer,3.0,1,-1,Paycom Payroll Llc, OK,3.5,0,25.0,1001 to 5000 Employees,1998,Public,Enterprise Software & Network Solutions,Information Technology,$1 to $5 billion (USD),3.8,3.9,3.5,3.3,3.2,yr,5.0,7.0
"$46,284 /yr (est.)",46284.0,Revenue Cycle Trainer (On Site),0.0,1,0,Cheyenne Regional Medical Center, WY,4.0,0,156.0,1001 to 5000 Employees,1867,Nonprofit Organization,Health Care Services & Hospitals,Healthcare,$1 to $5 billion (USD),3.9,3.8,3.7,3.3,3.7,yr,5.0,7.0
"$77,467 /yr (est.)",77467.0,Analytics Consultant/Technical Trainer,0.0,1,1,Minitab, PA,3.5,0,41.0,201 to 500 Employees,1982,Private,Software Development,Information Technology,Unknown / Non-Applicable,3.4,3.9,3.3,3.2,3.6,yr,3.0,6.443643512450852
"$43,872 /yr (est.)",43872.0,SECONDARY TEACHER (ATHLETIC TRAINER/SPORTS MEDICINE/EMR),0.0,1,1,Rapides Parish School District, LA,3.9,0,43.82850041425021,-1,-1,Private,-1,-1,-1,4.4,4.1,4.1,4.1,3.5,yr,4.521026072329689,6.443643512450852
"$71,809 /yr (est.)",71809.0,Technical Trainer,5.0,1,-1,Honeywell, GA,4.0,0,138.0,10000+ Employees,1885,Public,Computer Hardware Development,Information Technology,$10+ billion (USD),4.0,3.8,3.9,3.7,3.7,yr,7.0,9.0
"$36,238 /yr (est.)",36238.0,Specimen Processing Trainer,3.0,2,-1,Quest Diagnostics, FL,3.5,0,56.0,10000+ Employees,1967,Public,Health Care Services & Hospitals,Healthcare,$5 to $10 billion (USD),3.3,3.5,3.4,3.0,3.2,yr,7.0,8.0
"$93,173 /yr (est.)",93173.0,"EHS Trainer, Electrical",4.0,1,1,Tesla, CA,3.6,0,20.0,10000+ Employees,2003,Public,Transportation Equipment Manufacturing,Manufacturing,$1 to $5 billion (USD),3.7,3.7,3.3,3.1,2.9,yr,7.0,7.0
"$60,291 /yr (est.)",60291.0,Testing Laboratory QA/QC Coord/Trainer M-F 8am -4:30pm,3.4723428902403706,-1,-1,Kentucky Blood Center Inc, KY,3.0,0,55.0,201 to 500 Employees,1968,Nonprofit Organization,Health Care Services & Hospitals,Healthcare,$25 to $100 million (USD),2.4,2.5,2.6,2.4,2.5,yr,3.0,6.443643512450852
"$77,139 /yr (est.)",77139.0,Technical Trainer Coach,5.0,1,-1,"Coveros, Inc.", VA,3.4,0,43.82850041425021,-1,-1,Private,-1,-1,-1,3.1,2.9,3.3,3.2,3.8,yr,4.521026072329689,6.443643512450852
"$89,368 /yr (est.)",89368.0,"Learning and Development Director, Learning Technology",7.0,1,1,Aspen Dental, IL,3.1,0,25.0,5001 to 10000 Employees,1998,Private,Health Care Services & Hospitals,Healthcare,Unknown / Non-Applicable,3.2,3.0,3.1,2.9,2.9,yr,6.0,6.443643512450852
"$82,500 /yr (est.)",82500.0,Senior Training & Development Specialist Network Systems Operations,0.0,2,0,Strategic Business Systems, MS,3.9213563355145746,0,43.82850041425021,-1,-1,Private,-1,-1,-1,3.740399153311158,3.7317205926821893,3.8397641366797703,3.6290293317205924,3.815663743574237,yr,4.521026072329689,6.443643512450852
"$53,290 /yr (est.)",53290.0,Software Training and Support Specialist,0.0,2,-1,Pye Barker Fire & Safety, FL,3.3,0,77.0,1001 to 5000 Employees,1946,Private,Commercial Equipment Services,"Construction, Repair & Maintenance Services",Unknown / Non-Applicable,3.2,2.9,3.4,3.1,3.6,yr,5.0,6.443643512450852
"$119,550 /yr (est.)",119550.0,"Test, Training, and Exercise Specialist, Lead",8.0,1,1,Booz Allen Hamilton, VA,4.2,0,109.0,10000+ Employees,1914,Public,Business Consulting,Management & Consulting,$5 to $10 billion (USD),4.1,3.9,4.3,3.9,4.3,yr,7.0,8.0
"$59,211 /yr (est.)",59211.0,IT Software Trainer,0.0,1,0,Prairie Meadows, IA,3.1,0,39.0,501 to 1000 Employees,1984,Nonprofit Organization,Gambling,"Arts, Entertainment & Recreation",$100 to $500 million (USD),3.0,3.9,2.7,2.1,2.4,yr,4.0,6.0
"$81,752 /yr (est.)",81752.0,EHS Training Specialist,3.0,2,0,Tesla, NV,3.6,0,20.0,10000+ Employees,2003,Public,Transportation Equipment Manufacturing,Manufacturing,$1 to $5 billion (USD),3.7,3.7,3.3,3.1,2.9,yr,7.0,7.0
$20.00 /hr (est.),41600.0,Technology Trainer,1.0,1,1,DONIA LLC, MD,4.0,0,43.82850041425021,-1,-1,Private,-1,-1,-1,1.0,3.0,2.0,1.0,5.0,hr,4.521026072329689,6.443643512450852
