,Job Title,Annual Salary,Experience,Education,Position,Location,Is Remote,Company Size,Company Size Scale,Founded,Company Old,Industry,Sector,Revenue,Revenue Scale,Type of Ownership,Rating,Career Opportunities,Comp & Benefits,Culture & Values,Senior Management,Work Life Balance,Company Name,Time of Scrape
609,Junior Software Developer,69420.0,2,BACHELOR,JUNIOR,"Lexington, MA",0,1 to 50 Employees,1,-1,-1,Advertising & Public Relations,Media & Communication,$1 to $5 million (USD),2,Company - Private,4.0,3.4,3.1,2.4,3.1,3.4,"PROMEDICAL, LLC
4.0",2023-05-11 14:46:41.069294
610,Front-End Software Engineer,82063.0,-1,BACHELOR,-1,"Waynesboro, VA",0,201 to 500 Employees,3,1993,30,Machinery Manufacturing,Manufacturing,Unknown / Non-Applicable,-1,Company - Private,3.2,3.3,3.4,3.1,2.9,2.7,"Innovative Refrigeration Systems
3.2",2023-05-11 14:46:44.595725
612,Software Developer,90000.0,3,BACHELOR,-1,Remote,1,201 to 500 Employees,3,1985,38,Investment & Asset Management,Financial Services,$100 to $500 million (USD),6,Company - Private,4.4,4.4,3.7,4.3,4.0,4.0,"Green Street
4.4",2023-05-11 14:46:51.955351
613,Software Engineer,80377.0,3,BACHELOR,-1,"Crane, IN",0,Unknown,-1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Private,4.3,4.0,4.4,4.6,4.3,4.5,"JRC Integrated Systems, LLC
4.3",2023-05-11 14:46:55.989527
614,Java Developer,130000.0,-1,MASTER,-1,"Plano, TX",0,501 to 1000 Employees,4,2006,17,Investment & Asset Management,Financial Services,Unknown / Non-Applicable,-1,Company - Private,3.9,3.9,3.9,3.9,3.9,4.0,"On Demand Agility Software Pvt Ltd
3.9",2023-05-11 14:46:59.560183
615,Frontend UI Developer,105000.0,7,MASTER,-1,"Irving, TX",0,51 to 200 Employees,2,2010,13,Information Technology Support Services,Information Technology,$25 to $100 million (USD),4,Company - Private,4.0,3.7,3.8,3.7,3.5,3.9,"Resolvetech Solutions
4.0",2023-05-11 14:47:03.280610
617,"Software Developer, Frontend",120000.0,-1,BACHELOR,-1,Remote,1,201 to 500 Employees,3,2015,8,Internet & Web Services,Information Technology,Unknown / Non-Applicable,-1,Company - Private,4.5,4.1,4.3,4.2,4.1,4.2,"DISQO
4.5",2023-05-11 14:47:09.465691
620,Software QA Engineer,105000.0,5,MASTER,-1,Remote,1,51 to 200 Employees,2,2016,7,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,Company - Private,2.8,3.1,3.5,3.0,2.9,3.5,"WireWheel
2.8",2023-05-11 14:47:19.497356
621,Linux Software Developer,87500.0,-1,BACHELOR,SENIOR,"Pewaukee, WI",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Real Time Automation,2023-05-11 14:47:26.022361
622,Software Developer,145000.0,5,BACHELOR,SENIOR,Remote,1,51 to 200 Employees,2,2011,12,Computer Hardware Development,Information Technology,Unknown / Non-Applicable,-1,Company - Private,4.3,4.3,4.2,4.3,4.0,3.5,"OpenDrives
4.3",2023-05-11 14:47:29.364487
623,Software Developer,75000.0,3,BACHELOR,-1,"Birmingham, AL",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Sigao,2023-05-11 14:47:33.285645
625,Software Developer Associate,87196.0,-1,BACHELOR,JUNIOR,"Huntsville, AL",0,51 to 200 Employees,2,1995,28,Computer Hardware Development,Information Technology,Unknown / Non-Applicable,-1,Company - Private,4.4,5.0,3.5,5.0,4.5,5.0,"Quadrus Corporation
4.4",2023-05-11 14:47:38.644116
626,Java Full Stack Developer 021,150800.0,5,MASTER,SENIOR,"Charlotte, NC",0,Unknown,-1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Public,-1,-1,-1,-1,-1,-1,Reuben Cooley Inc.,2023-05-11 14:47:42.195314
627,Software Developer,97500.0,-1,MASTER,SENIOR,"Lakewood, CO",0,1 to 50 Employees,1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Public,4.5,3.9,4.0,5.0,3.9,4.5,"Woodridge Software
4.5",2023-05-11 14:47:45.990357
628,Software Engineer (Remote),122500.0,1,BACHELOR,-1,"New York, NY",0,1 to 50 Employees,1,2014,9,Banking & Lending,Financial Services,Unknown / Non-Applicable,-1,Company - Private,3.5,3.5,3.1,4.0,3.4,4.3,"Climb Credit
3.5",2023-05-11 14:47:49.384483
629,Java Developer with Spark,137500.0,5,-1,-1,"Columbus, OH",0,201 to 500 Employees,3,2009,14,Information Technology Support Services,Information Technology,$5 to $25 million (USD),3,Company - Private,4.7,4.4,4.3,4.6,4.4,4.5,"Kani Solutions Inc.
4.7",2023-05-11 14:47:52.895289
630,Software Developer,124800.0,2,BACHELOR,-1,Remote,1,51 to 200 Employees,2,-1,-1,Health Care Services & Hospitals,Healthcare,$25 to $100 million (USD),4,Company - Private,3.8,3.3,2.6,3.1,3.3,3.8,"Global HIT
3.8",2023-05-11 14:48:00.250442
631,Software Developer,82500.0,4,BACHELOR,-1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,SunAlgo,2023-05-11 14:48:04.042295
632,Junior Software Developer (Remote),68078.0,-1,-1,-1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,SnapRISK,2023-05-11 14:48:06.575830
633,Junior Software Developer,64480.0,2,BACHELOR,JUNIOR,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Springbrook Creek Statement Composition LLC,2023-05-11 14:48:09.175326
634,Software Developer,156000.0,1,BACHELOR,-1,Remote,1,51 to 200 Employees,2,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Public,5.0,3.0,4.0,5.0,5.0,5.0,"Insigma Health Corp
5.0",2023-05-11 14:48:11.688297
636,Software Developer,94109.0,7,BACHELOR,SENIOR,"Milwaukee, WI",0,1001 to 5000 Employees,5,1919,104,Investment & Asset Management,Financial Services,$1 to $5 billion (USD),7,Company - Private,4.3,4.2,4.1,4.4,4.1,3.9,"Robert W. Baird
4.3",2023-05-11 14:48:17.964242
637,Software Developer,102500.0,-1,MASTER,SENIOR,Remote,1,Unknown,-1,-1,-1,Software Development,Information Technology,Unknown / Non-Applicable,-1,Company - Private,3.6,5.0,5.0,5.0,5.0,4.0,"AgWorks
3.6",2023-05-11 14:48:21.758421
638,Software Developer,90000.0,3,BACHELOR,-1,Remote,1,201 to 500 Employees,3,1985,38,Investment & Asset Management,Financial Services,$100 to $500 million (USD),6,Company - Private,4.4,4.4,3.7,4.3,4.0,4.0,"Green Street
4.4",2023-05-11 14:48:25.256705
639,Software Developer - JAVA (#0000101540),142480.0,5,BACHELOR,JUNIOR,"Denver, CO",0,1001 to 5000 Employees,5,1999,24,Information Technology Support Services,Information Technology,$100 to $500 million (USD),6,Company - Public,3.5,3.5,3.2,3.4,3.2,3.5,"Infinite Computing Systems
3.5",2023-05-11 14:48:29.113108
641,Frontend UI Developer,105000.0,7,MASTER,-1,"Irving, TX",0,51 to 200 Employees,2,2010,13,Information Technology Support Services,Information Technology,$25 to $100 million (USD),4,Company - Private,4.0,3.7,3.8,3.7,3.5,3.9,"Resolvetech Solutions
4.0",2023-05-11 14:48:37.919555
642,Software Engineer,80377.0,3,BACHELOR,-1,"Crane, IN",0,Unknown,-1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Private,4.3,4.0,4.4,4.6,4.3,4.5,"JRC Integrated Systems, LLC
4.3",2023-05-11 14:48:41.896542
643,Software Developer,93924.0,30,BACHELOR,-1,"Dallas, TX",0,201 to 500 Employees,3,1992,31,Computer Hardware Development,Information Technology,$25 to $100 million (USD),4,Company - Private,3.5,3.3,2.9,3.7,3.3,3.4,"Brock Solutions
3.5",2023-05-11 14:48:45.404576
645,Software Developer,99364.0,-1,MASTER,-1,"Syosset, NY",0,1 to 50 Employees,1,1982,41,Information Technology Support Services,Information Technology,$5 to $25 million (USD),3,Company - Private,3.1,2.6,2.7,2.7,2.7,2.6,"Hi-tek Data
3.1",2023-05-11 14:48:51.179246
646,Software Developer,97500.0,-1,MASTER,SENIOR,"Lakewood, CO",0,1 to 50 Employees,1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Public,4.5,3.9,4.0,5.0,3.9,4.5,"Woodridge Software
4.5",2023-05-11 14:48:55.302175
647,Software Developer,135200.0,3,MASTER,-1,"Omaha, NE",0,51 to 200 Employees,2,-1,-1,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,-1,Contract,4.3,3.9,4.0,4.4,4.3,4.1,"Global IT
4.3",2023-05-11 14:48:59.117057
648,SOFTWARE DEVELOPER,92824.0,-1,BACHELOR,-1,"Ronkonkoma, NY",0,Unknown,-1,-1,-1,Consumer Product Manufacturing,Manufacturing,Unknown / Non-Applicable,-1,Company - Private,2.3,2.2,1.9,2.0,1.5,2.0,"Perfume Center of America
2.3",2023-05-11 14:49:03.022319
651,Java Full Stack Developer,129001.6,-1,BACHELOR,-1,Remote,1,1 to 50 Employees,1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Public,-1,-1,-1,-1,-1,-1,Digital Plus Solutions,2023-05-11 14:49:16.440390
652,Junior Software Developer,69420.0,2,BACHELOR,JUNIOR,"Lexington, MA",0,1 to 50 Employees,1,-1,-1,Advertising & Public Relations,Media & Communication,$1 to $5 million (USD),2,Company - Private,4.0,3.4,3.1,2.4,3.1,3.4,"PROMEDICAL, LLC
4.0",2023-05-11 14:49:21.611642
653,Core Java/J2EE developer,109200.0,10,MASTER,-1,"Reston, VA",0,Unknown,-1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Public,5.0,5.0,5.0,5.0,5.0,5.0,"SAM NETWORK SYSTEMS
5.0",2023-05-11 14:49:25.313514
654,Java Developer,130000.0,-1,MASTER,-1,"Plano, TX",0,501 to 1000 Employees,4,2006,17,Investment & Asset Management,Financial Services,Unknown / Non-Applicable,-1,Company - Private,3.9,3.9,3.9,3.9,3.9,4.0,"On Demand Agility Software Pvt Ltd
3.9",2023-05-11 14:49:29.059404
655,Software Developer,145000.0,5,BACHELOR,SENIOR,Remote,1,51 to 200 Employees,2,2011,12,Computer Hardware Development,Information Technology,Unknown / Non-Applicable,-1,Company - Private,4.3,4.3,4.2,4.3,4.0,3.5,"OpenDrives
4.3",2023-05-11 14:49:32.874615
656,Software Developer (FT),93103.0,5,BACHELOR,-1,"Rockwall, TX",0,51 to 200 Employees,2,2012,11,Consumer Electronics & Appliances Stores,Retail & Wholesale,$100 to $500 million (USD),6,Company - Private,4.4,4.0,4.2,4.5,4.3,4.5,"Atosa USA, Inc.
4.4",2023-05-11 14:49:37.959495
657,Front End WinUI Developer,72800.0,2,MASTER,-1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Open Group Management LLC,2023-05-11 14:49:42.023078
658,Software Developer,146640.0,-1,BACHELOR,-1,"Omaha, NE",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Blue Space Health Care,2023-05-11 14:49:44.661244
659,Senior Software Developer,135900.0,4,BACHELOR,SENIOR,"Aurora, CO",0,10000+ Employees,7,2011,12,Beauty & Wellness,Personal Consumer Services,$5 to $10 billion (USD),8,Company - Public,3.7,3.6,3.5,3.6,3.3,3.6,"HelloFresh
3.7",2023-05-11 14:49:47.321701
660,Software Developer,124800.0,2,BACHELOR,-1,Remote,1,51 to 200 Employees,2,-1,-1,Health Care Services & Hospitals,Healthcare,$25 to $100 million (USD),4,Company - Private,3.8,3.3,2.6,3.1,3.3,3.8,"Global HIT
3.8",2023-05-11 14:49:54.592114
661,Software Developer,82500.0,4,BACHELOR,-1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,SunAlgo,2023-05-11 14:49:59.222358
663,Junior Software Developer,64480.0,2,BACHELOR,JUNIOR,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Springbrook Creek Statement Composition LLC,2023-05-11 14:50:09.258549
664,Software Developer - JAVA (#0000101540),142480.0,5,BACHELOR,JUNIOR,"Denver, CO",0,1001 to 5000 Employees,5,1999,24,Information Technology Support Services,Information Technology,$100 to $500 million (USD),6,Company - Public,3.5,3.5,3.2,3.4,3.2,3.5,"Infinite Computing Systems
3.5",2023-05-11 14:50:12.079230
665,Front-End Software Engineer,82063.0,-1,BACHELOR,-1,"Waynesboro, VA",0,201 to 500 Employees,3,1993,30,Machinery Manufacturing,Manufacturing,Unknown / Non-Applicable,-1,Company - Private,3.2,3.3,3.4,3.1,2.9,2.7,"Innovative Refrigeration Systems
3.2",2023-05-11 14:50:15.816190
666,Software Developer I,76301.0,-1,BACHELOR,-1,"Winter Park, FL",0,201 to 500 Employees,3,1977,46,Wholesale,Retail & Wholesale,Unknown / Non-Applicable,-1,Company - Private,3.3,3.1,3.8,3.0,3.1,3.2,"RSR Group
3.3",2023-05-11 14:50:19.667138
667,Software Developer,94109.0,7,BACHELOR,SENIOR,"Milwaukee, WI",0,1001 to 5000 Employees,5,1919,104,Investment & Asset Management,Financial Services,$1 to $5 billion (USD),7,Company - Private,4.3,4.2,4.1,4.4,4.1,3.9,"Robert W. Baird
4.3",2023-05-11 14:50:23.716240
669,Junior Software Developer (Remote),68078.0,-1,-1,-1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,SnapRISK,2023-05-11 14:50:30.562097
670,Software Developer,156000.0,1,BACHELOR,-1,Remote,1,51 to 200 Employees,2,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Public,5.0,3.0,4.0,5.0,5.0,5.0,"Insigma Health Corp
5.0",2023-05-11 14:50:33.276174
671,Frontend UI Developer,105000.0,7,MASTER,-1,"Irving, TX",0,51 to 200 Employees,2,2010,13,Information Technology Support Services,Information Technology,$25 to $100 million (USD),4,Company - Private,4.0,3.7,3.8,3.7,3.5,3.9,"Resolvetech Solutions
4.0",2023-05-11 14:50:36.882979
673,Software Developer,102500.0,-1,MASTER,SENIOR,Remote,1,Unknown,-1,-1,-1,Software Development,Information Technology,Unknown / Non-Applicable,-1,Company - Private,3.6,5.0,5.0,5.0,5.0,4.0,"AgWorks
3.6",2023-05-11 14:50:44.392116
674,Software Developer,90000.0,3,BACHELOR,-1,Remote,1,201 to 500 Employees,3,1985,38,Investment & Asset Management,Financial Services,$100 to $500 million (USD),6,Company - Private,4.4,4.4,3.7,4.3,4.0,4.0,"Green Street
4.4",2023-05-11 14:50:48.692188
675,Software Engineer 1,80000.0,1,BACHELOR,-1,"Golden, CO",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,ServiceCore,2023-05-11 14:50:52.467061
676,Junior Software Developer,69420.0,2,BACHELOR,JUNIOR,"Lexington, MA",0,1 to 50 Employees,1,-1,-1,Advertising & Public Relations,Media & Communication,$1 to $5 million (USD),2,Company - Private,4.0,3.4,3.1,2.4,3.1,3.4,"PROMEDICAL, LLC
4.0",2023-05-11 14:50:55.100557
678,Senior Software Developer,135900.0,4,BACHELOR,SENIOR,"Aurora, CO",0,10000+ Employees,7,2011,12,Beauty & Wellness,Personal Consumer Services,$5 to $10 billion (USD),8,Company - Public,3.7,3.6,3.5,3.6,3.3,3.6,"HelloFresh
3.7",2023-05-11 14:51:01.602075
679,Software Developer,135200.0,3,MASTER,-1,"Omaha, NE",0,51 to 200 Employees,2,-1,-1,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,-1,Contract,4.3,3.9,4.0,4.4,4.3,4.1,"Global IT
4.3",2023-05-11 14:51:06.192207
680,SOFTWARE DEVELOPER,92824.0,-1,BACHELOR,-1,"Ronkonkoma, NY",0,Unknown,-1,-1,-1,Consumer Product Manufacturing,Manufacturing,Unknown / Non-Applicable,-1,Company - Private,2.3,2.2,1.9,2.0,1.5,2.0,"Perfume Center of America
2.3",2023-05-11 14:51:10.058210
681,Software Developer,75000.0,3,BACHELOR,-1,"Birmingham, AL",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Sigao,2023-05-11 14:51:14.464495
682,Java Full Stack Developer,129001.6,-1,BACHELOR,-1,Remote,1,1 to 50 Employees,1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Public,-1,-1,-1,-1,-1,-1,Digital Plus Solutions,2023-05-11 14:51:17.079483
684,Software Developer,146640.0,-1,BACHELOR,-1,"Omaha, NE",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Blue Space Health Care,2023-05-11 14:51:24.212414
685,Software developer (Labview),78000.0,10,MASTER,-1,"Tarrytown, NY",0,201 to 500 Employees,3,2015,8,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$25 to $100 million (USD),4,Company - Private,4.5,4.3,4.7,4.5,4.5,4.7,"Vastek Inc.
4.5",2023-05-11 14:51:26.860512
686,Java Developer,130000.0,-1,MASTER,-1,"Plano, TX",0,501 to 1000 Employees,4,2006,17,Investment & Asset Management,Financial Services,Unknown / Non-Applicable,-1,Company - Private,3.9,3.9,3.9,3.9,3.9,4.0,"On Demand Agility Software Pvt Ltd
3.9",2023-05-11 14:51:30.731464
687,Software Developer,93924.0,30,BACHELOR,-1,"Dallas, TX",0,201 to 500 Employees,3,1992,31,Computer Hardware Development,Information Technology,$25 to $100 million (USD),4,Company - Private,3.5,3.3,2.9,3.7,3.3,3.4,"Brock Solutions
3.5",2023-05-11 14:51:34.631580
688,Java Developer with Spark,137500.0,5,-1,-1,"Columbus, OH",0,201 to 500 Employees,3,2009,14,Information Technology Support Services,Information Technology,$5 to $25 million (USD),3,Company - Private,4.7,4.4,4.3,4.6,4.4,4.5,"Kani Solutions Inc.
4.7",2023-05-11 14:51:38.288135
689,Innovation Software Test Engineer,114400.0,5,BACHELOR,SENIOR,Remote,1,Unknown,-1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Public,-1,-1,-1,-1,-1,-1,PVD,2023-05-11 14:51:42.704696
690,Software Developer,124800.0,2,BACHELOR,-1,Remote,1,51 to 200 Employees,2,-1,-1,Health Care Services & Hospitals,Healthcare,$25 to $100 million (USD),4,Company - Private,3.8,3.3,2.6,3.1,3.3,3.8,"Global HIT
3.8",2023-05-11 14:51:49.906181
691,Junior Software Developer (Remote),68078.0,-1,-1,-1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,SnapRISK,2023-05-11 14:51:53.639943
692,Software Developer,82500.0,4,BACHELOR,-1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,SunAlgo,2023-05-11 14:51:56.270203
693,Software Developer - JAVA (#0000101540),142480.0,5,BACHELOR,JUNIOR,"Denver, CO",0,1001 to 5000 Employees,5,1999,24,Information Technology Support Services,Information Technology,$100 to $500 million (USD),6,Company - Public,3.5,3.5,3.2,3.4,3.2,3.5,"Infinite Computing Systems
3.5",2023-05-11 14:51:59.273331
695,Front-End Software Engineer,82063.0,-1,BACHELOR,-1,"Waynesboro, VA",0,201 to 500 Employees,3,1993,30,Machinery Manufacturing,Manufacturing,Unknown / Non-Applicable,-1,Company - Private,3.2,3.3,3.4,3.1,2.9,2.7,"Innovative Refrigeration Systems
3.2",2023-05-11 14:52:06.650120
696,Software Developer,156000.0,1,BACHELOR,-1,Remote,1,51 to 200 Employees,2,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Public,5.0,3.0,4.0,5.0,5.0,5.0,"Insigma Health Corp
5.0",2023-05-11 14:52:10.541422
697,Software Developer,94109.0,7,BACHELOR,SENIOR,"Milwaukee, WI",0,1001 to 5000 Employees,5,1919,104,Investment & Asset Management,Financial Services,$1 to $5 billion (USD),7,Company - Private,4.3,4.2,4.1,4.4,4.1,3.9,"Robert W. Baird
4.3",2023-05-11 14:52:14.235205
698,Junior Software Developer,64480.0,2,BACHELOR,JUNIOR,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Springbrook Creek Statement Composition LLC,2023-05-11 14:52:18.832457
699,Java Developer with Spark,137500.0,5,-1,-1,"Columbus, OH",0,201 to 500 Employees,3,2009,14,Information Technology Support Services,Information Technology,$5 to $25 million (USD),3,Company - Private,4.7,4.4,4.3,4.6,4.4,4.5,"Kani Solutions Inc.
4.7",2023-05-11 14:52:21.634413
700,Software Developer,102500.0,-1,MASTER,SENIOR,Remote,1,Unknown,-1,-1,-1,Software Development,Information Technology,Unknown / Non-Applicable,-1,Company - Private,3.6,5.0,5.0,5.0,5.0,4.0,"AgWorks
3.6",2023-05-11 14:52:25.394041
702,Frontend UI Developer,105000.0,7,MASTER,-1,"Irving, TX",0,51 to 200 Employees,2,2010,13,Information Technology Support Services,Information Technology,$25 to $100 million (USD),4,Company - Private,4.0,3.7,3.8,3.7,3.5,3.9,"Resolvetech Solutions
4.0",2023-05-11 14:52:31.826173
703,Front End WinUI Developer,72800.0,2,MASTER,-1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Open Group Management LLC,2023-05-11 14:52:37.135350
705,Software Engineer,80377.0,3,BACHELOR,-1,"Crane, IN",0,Unknown,-1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Private,4.3,4.0,4.4,4.6,4.3,4.5,"JRC Integrated Systems, LLC
4.3",2023-05-11 14:52:42.278829
706,Software Developer,135200.0,3,MASTER,-1,"Omaha, NE",0,51 to 200 Employees,2,-1,-1,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,-1,Contract,4.3,3.9,4.0,4.4,4.3,4.1,"Global IT
4.3",2023-05-11 14:52:48.034852
707,Software Developer,75000.0,3,BACHELOR,-1,"Birmingham, AL",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Sigao,2023-05-11 14:52:52.350386
708,Software Developer,146640.0,-1,BACHELOR,-1,"Omaha, NE",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Blue Space Health Care,2023-05-11 14:52:55.021571
709,SOFTWARE DEVELOPER,92824.0,-1,BACHELOR,-1,"Ronkonkoma, NY",0,Unknown,-1,-1,-1,Consumer Product Manufacturing,Manufacturing,Unknown / Non-Applicable,-1,Company - Private,2.3,2.2,1.9,2.0,1.5,2.0,"Perfume Center of America
2.3",2023-05-11 14:52:58.146077
710,Java Full Stack Developer,129001.6,-1,BACHELOR,-1,Remote,1,1 to 50 Employees,1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Public,-1,-1,-1,-1,-1,-1,Digital Plus Solutions,2023-05-11 14:53:01.732101
711,Software Developer,90000.0,3,BACHELOR,-1,Remote,1,201 to 500 Employees,3,1985,38,Investment & Asset Management,Financial Services,$100 to $500 million (USD),6,Company - Private,4.4,4.4,3.7,4.3,4.0,4.0,"Green Street
4.4",2023-05-11 14:53:04.949193
712,Software Developer,86285.0,-1,MASTER,-1,"Dahlgren, VA",0,201 to 500 Employees,3,1999,24,Computer Hardware Development,Information Technology,$25 to $100 million (USD),4,Company - Private,4.7,4.4,4.3,4.8,4.6,4.6,"Rite-Solutions, Inc.
4.7",2023-05-11 14:53:09.452202
713,Software Developer,99364.0,-1,MASTER,-1,"Syosset, NY",0,1 to 50 Employees,1,1982,41,Information Technology Support Services,Information Technology,$5 to $25 million (USD),3,Company - Private,3.1,2.6,2.7,2.7,2.7,2.6,"Hi-tek Data
3.1",2023-05-11 14:53:13.462118
714,Full Stack Java Developer,83771.0,5,BACHELOR,SENIOR,"Atlanta, GA",0,201 to 500 Employees,3,2000,23,Software Development,Information Technology,Unknown / Non-Applicable,-1,Subsidiary or Business Segment,3.7,3.5,3.8,3.5,3.5,4.2,"NexTraq
3.7",2023-05-11 14:53:17.199782
715,Software Developer,123760.0,130,BACHELOR,-1,"Billings, MO",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"BMI Company, Inc.",2023-05-11 14:53:21.182512
716,Java Backend Developer,119600.0,7,BACHELOR,-1,"Raleigh, NC",0,1 to 50 Employees,1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Private,5.0,4.5,4.5,5.0,5.0,5.0,"Cloud Shift Technologies LLC
5.0",2023-05-11 14:53:23.897217
720,Software Developer,124800.0,2,BACHELOR,-1,Remote,1,51 to 200 Employees,2,-1,-1,Health Care Services & Hospitals,Healthcare,$25 to $100 million (USD),4,Company - Private,3.8,3.3,2.6,3.1,3.3,3.8,"Global HIT
3.8",2023-05-11 14:53:43.953148
722,Junior Software Developer,64480.0,2,BACHELOR,JUNIOR,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Springbrook Creek Statement Composition LLC,2023-05-11 14:53:52.459686
723,Software Developer,82500.0,4,BACHELOR,-1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,SunAlgo,2023-05-11 14:53:55.235780
724,Junior Software Developer (Remote),68078.0,-1,-1,-1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,SnapRISK,2023-05-11 14:53:57.891314
725,Frontend UI Developer,105000.0,7,MASTER,-1,"Irving, TX",0,51 to 200 Employees,2,2010,13,Information Technology Support Services,Information Technology,$25 to $100 million (USD),4,Company - Private,4.0,3.7,3.8,3.7,3.5,3.9,"Resolvetech Solutions
4.0",2023-05-11 14:54:00.584221
