,Job Title,Annual Salary,Experience,Education,Location,Is Remote,Company Size,Company Size Scale,Founded,Company Old,Industry,Sector,Revenue,Revenue Scale,Type of Ownership,Rating,Career Opportunities,Comp & Benefits,Culture & Values,Senior Management,Work Life Balance,Company Name,Time of Scrape
811,Frontend Engineer,125000.0,1,1,Remote,1,1 to 50 Employees,1,2009,14,Internet & Web Services,Information Technology,Unknown / Non-Applicable,-1,Company - Private,4.3,3.8,3.5,4.4,4.0,4.0,"SportsRecruits
4.3",2023-05-14 08:47:54.984026
812,Junior Software Developer (Remote),68078.0,1,1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,SnapRISK,2023-05-14 08:47:57.415668
813,Frontend (UI) Engineer,160000.0,5,1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,De Novo Discovery,2023-05-14 08:47:59.706296
816,Front End Web Developer,45000.0,-1,1,Remote,1,1 to 50 Employees,1,-1,-1,Advertising & Public Relations,Media & Communication,Unknown / Non-Applicable,-1,Company - Public,3.5,2.0,3.0,2.0,3.0,4.0,"Beavercreek Marketing
3.5",2023-05-14 08:48:06.434347
818,Freelance Web Designer (Contract),93600.0,2,1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Loopdash,2023-05-14 08:48:12.625770
820,Web Designer,62400.0,3,1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Graybill Creative,2023-05-14 08:48:15.898107
821,Front End Developer - UI,90633.0,6,2,"Orlando, FL",0,51 to 200 Employees,2,2018,5,Software Development,Information Technology,Unknown / Non-Applicable,-1,Company - Private,4.5,4.9,4.4,4.4,4.4,4.0,"Andor Health
4.5",2023-05-14 08:48:17.828679
822,Mid-Level Web Developer,62400.0,2,2,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Udundi,2023-05-14 08:48:20.254759
823,UI Developer,130000.0,1,2,Remote,1,51 to 200 Employees,2,2015,8,Information Technology Support Services,Information Technology,$1 to $5 million (USD),2,Company - Public,4.9,4.9,4.7,4.9,4.9,4.9,"Sunixa Solutions
4.9",2023-05-14 08:48:24.513842
824,"Software Engineer, Frontend",160000.0,8,1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,De Novo Discovery,2023-05-14 08:48:27.024284
825,Jr Frontend Developer,70000.0,20,1,"Austin, TX",0,501 to 1000 Employees,4,1999,24,Advertising & Public Relations,Media & Communication,$500 million to $1 billion (USD),7,Company - Public,4.1,4.0,3.8,4.0,3.7,4.1,"QuinStreet
4.1",2023-05-14 08:48:31.205117
826,Jr Frontend Developer,70000.0,10,1,"Austin, TX",0,51 to 200 Employees,2,2005,18,Internet & Web Services,Information Technology,Unknown / Non-Applicable,-1,Company - Private,4.1,4.1,4.0,4.3,4.1,4.2,"Modernize Home Services
4.1",2023-05-14 08:48:33.653882
827,Web Designer/Developer,41600.0,5,1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,EMDL,2023-05-14 08:48:36.108232
828,Java Developer (Contract),124800.0,20,1,"Foster City, CA",0,501 to 1000 Employees,4,1999,24,Advertising & Public Relations,Media & Communication,$500 million to $1 billion (USD),7,Company - Public,4.1,4.0,3.8,4.0,3.7,4.1,"QuinStreet
4.1",2023-05-14 08:48:38.965597
829,Temporary Web Developer (Frontend),78000.0,20,1,"Brooklyn, NY",0,201 to 500 Employees,3,1999,24,"Gift, Novelty & Souvenir Stores",Retail & Wholesale,Unknown / Non-Applicable,-1,Company - Private,4.3,3.8,4.1,4.6,4.3,4.2,"Uncommon Goods
4.3",2023-05-14 08:48:42.050464
830,Email Developer,67600.0,1,1,Remote,1,1 to 50 Employees,1,-1,-1,Consumer Product Manufacturing,Manufacturing,$5 to $25 million (USD),3,Company - Private,3.7,3.6,3.7,3.8,3.9,3.6,"Reischling Press, Inc.
3.7",2023-05-14 08:48:44.416355
831,Frontend Engineer,154960.0,5,2,"Foster City, CA",0,51 to 200 Employees,2,1999,24,HR Consulting,Human Resources & Staffing,$25 to $100 million (USD),4,Company - Private,4.2,4.3,4.0,4.2,4.0,4.0,"Ryzen Solutions
4.2",2023-05-14 08:48:46.768338
834,Front End Web Developer,77500.0,30,1,"Franklin, TN",0,1 to 50 Employees,1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Public,-1,-1,-1,-1,-1,-1,PREMIER FRANCHISE MANAGEMENT,2023-05-14 08:48:55.527784
836,Software Developer,62400.0,1,1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Cornucopia Living LLC,2023-05-14 08:49:00.277906
837,Web developer,88400.0,5,1,"New York, NY",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,HealthyLine,2023-05-14 08:49:02.105672
838,Web Developer / Graphic Designer Remote Part-Time Flexible,46800.0,7,1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1GS Digital Agency,2023-05-14 08:49:05.160869
839,Web Developer - Contract,166400.0,4,1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,The Uplift Agency,2023-05-14 08:49:07.101944
840,Freelance Web Designer/Developer,59280.0,2,1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Coral House Productions,2023-05-14 08:49:18.130663
841,Frontend Engineer,125000.0,1,1,Remote,1,1 to 50 Employees,1,2009,14,Internet & Web Services,Information Technology,Unknown / Non-Applicable,-1,Company - Private,4.3,3.8,3.5,4.4,4.0,4.0,"SportsRecruits
4.3",2023-05-14 08:49:19.863659
842,Junior Software Developer (Remote),68078.0,1,1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,SnapRISK,2023-05-14 08:49:24.536692
843,Frontend (UI) Engineer,160000.0,5,1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,De Novo Discovery,2023-05-14 08:49:26.604330
846,Front End Web Developer,45000.0,-1,1,Remote,1,1 to 50 Employees,1,-1,-1,Advertising & Public Relations,Media & Communication,Unknown / Non-Applicable,-1,Company - Public,3.5,2.0,3.0,2.0,3.0,4.0,"Beavercreek Marketing
3.5",2023-05-14 08:49:35.347514
848,Freelance Web Designer (Contract),93600.0,2,1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Loopdash,2023-05-14 08:49:43.356115
849,Web Site Developer,86671.0,-1,1,"New York, NY",0,201 to 500 Employees,3,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Private,4.0,4.5,4.0,4.5,4.0,5.0,"Litmos
4.0",2023-05-14 08:49:45.177862
850,Web Designer,62400.0,3,1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Graybill Creative,2023-05-14 08:49:47.673902
851,Front End Developer - UI,90633.0,6,2,"Orlando, FL",0,51 to 200 Employees,2,2018,5,Software Development,Information Technology,Unknown / Non-Applicable,-1,Company - Private,4.5,4.9,4.4,4.4,4.4,4.0,"Andor Health
4.5",2023-05-14 08:49:49.606810
852,Mid-Level Web Developer,62400.0,2,2,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Udundi,2023-05-14 08:49:52.784841
853,UI Developer,130000.0,1,2,Remote,1,51 to 200 Employees,2,2015,8,Information Technology Support Services,Information Technology,$1 to $5 million (USD),2,Company - Public,4.9,4.9,4.7,4.9,4.9,4.9,"Sunixa Solutions
4.9",2023-05-14 08:49:54.621147
854,"Software Engineer, Frontend",160000.0,8,1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,De Novo Discovery,2023-05-14 08:49:56.896127
855,Jr Frontend Developer,70000.0,20,1,"Austin, TX",0,501 to 1000 Employees,4,1999,24,Advertising & Public Relations,Media & Communication,$500 million to $1 billion (USD),7,Company - Public,4.1,4.0,3.8,4.0,3.7,4.1,"QuinStreet
4.1",2023-05-14 08:49:58.779345
856,Jr Frontend Developer,70000.0,10,1,"Austin, TX",0,51 to 200 Employees,2,2005,18,Internet & Web Services,Information Technology,Unknown / Non-Applicable,-1,Company - Private,4.1,4.1,4.0,4.3,4.1,4.2,"Modernize Home Services
4.1",2023-05-14 08:50:01.191809
857,Web Designer/Developer,41600.0,5,1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,EMDL,2023-05-14 08:50:05.983067
858,Java Developer (Contract),124800.0,20,1,"Foster City, CA",0,501 to 1000 Employees,4,1999,24,Advertising & Public Relations,Media & Communication,$500 million to $1 billion (USD),7,Company - Public,4.1,4.0,3.8,4.0,3.7,4.1,"QuinStreet
4.1",2023-05-14 08:50:07.834107
859,Email Developer,67600.0,1,1,Remote,1,1 to 50 Employees,1,-1,-1,Consumer Product Manufacturing,Manufacturing,$5 to $25 million (USD),3,Company - Private,3.7,3.6,3.7,3.8,3.9,3.6,"Reischling Press, Inc.
3.7",2023-05-14 08:50:10.319697
861,Frontend Engineer,78000.0,5,2,"Foster City, CA",0,201 to 500 Employees,3,1999,24,"Gift, Novelty & Souvenir Stores",Retail & Wholesale,Unknown / Non-Applicable,-1,Company - Private,4.2,-1,-1,-1,-1,-1,"Ryzen Solutions
4.2",2023-05-14 08:50:14.188040
865,Web Designer / Developer,79058.0,-1,1,"New York, NY",0,1 to 50 Employees,1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Private,-1,-1,-1,-1,-1,-1,HIYO DESIGN,2023-05-14 08:50:28.859927
866,Software Developer,62400.0,1,1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Cornucopia Living LLC,2023-05-14 08:50:32.032980
867,Web developer,88400.0,5,1,"New York, NY",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,HealthyLine,2023-05-14 08:50:34.808791
868,Web Developer / Graphic Designer Remote Part-Time Flexible,46800.0,7,1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1GS Digital Agency,2023-05-14 08:50:39.622597
869,Web Developer - Contract,166400.0,4,1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,The Uplift Agency,2023-05-14 08:50:42.473306
870,Freelance Web Designer/Developer,59280.0,2,1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Coral House Productions,2023-05-14 08:50:55.189556
871,Frontend Engineer,125000.0,1,1,Remote,1,1 to 50 Employees,1,2009,14,Internet & Web Services,Information Technology,Unknown / Non-Applicable,-1,Company - Private,4.3,3.8,3.5,4.4,4.0,4.0,"SportsRecruits
4.3",2023-05-14 08:50:57.628839
872,Junior Software Developer (Remote),68078.0,1,1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,SnapRISK,2023-05-14 08:51:01.236054
874,Frontend (UI) Engineer,160000.0,5,1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,De Novo Discovery,2023-05-14 08:51:09.086275
875,Freelance Web Designer (Contract),93600.0,2,1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Loopdash,2023-05-14 08:51:10.908646
877,Front End Web Developer,45000.0,-1,1,Remote,1,1 to 50 Employees,1,-1,-1,Advertising & Public Relations,Media & Communication,Unknown / Non-Applicable,-1,Company - Public,3.5,2.0,3.0,2.0,3.0,4.0,"Beavercreek Marketing
3.5",2023-05-14 08:51:16.726286
879,Web Designer,62400.0,3,1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Graybill Creative,2023-05-14 08:51:24.906199
880,Front End Developer - UI,90633.0,6,2,"Orlando, FL",0,51 to 200 Employees,2,2018,5,Software Development,Information Technology,Unknown / Non-Applicable,-1,Company - Private,4.5,4.9,4.4,4.4,4.4,4.0,"Andor Health
4.5",2023-05-14 08:51:26.854886
881,Jr Frontend Developer,70000.0,20,1,"Austin, TX",0,501 to 1000 Employees,4,1999,24,Advertising & Public Relations,Media & Communication,$500 million to $1 billion (USD),7,Company - Public,4.1,4.0,3.8,4.0,3.7,4.1,"QuinStreet
4.1",2023-05-14 08:51:29.425413
882,Web Site Developer,86671.0,-1,1,"New York, NY",0,201 to 500 Employees,3,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Private,4.0,4.5,4.0,4.5,4.0,5.0,"Litmos
4.0",2023-05-14 08:51:31.976280
883,Java Developer (Contract),124800.0,20,1,"Foster City, CA",0,501 to 1000 Employees,4,1999,24,Advertising & Public Relations,Media & Communication,$500 million to $1 billion (USD),7,Company - Public,4.1,4.0,3.8,4.0,3.7,4.1,"QuinStreet
4.1",2023-05-14 08:51:35.706598
885,Jr Frontend Developer,70000.0,10,1,"Austin, TX",0,51 to 200 Employees,2,2005,18,Internet & Web Services,Information Technology,Unknown / Non-Applicable,-1,Company - Private,4.1,4.1,4.0,4.3,4.1,4.2,"Modernize Home Services
4.1",2023-05-14 08:51:41.492477
886,UI Developer,130000.0,1,2,Remote,1,51 to 200 Employees,2,2015,8,Information Technology Support Services,Information Technology,$1 to $5 million (USD),2,Company - Public,4.9,4.9,4.7,4.9,4.9,4.9,"Sunixa Solutions
4.9",2023-05-14 08:51:43.862919
887,"Web Developer, Frontend - React",61314.0,-1,2,"Burnsville, MN",0,201 to 500 Employees,3,1985,38,Colleges & Universities,Education,$100 to $500 million (USD),6,Company - Private,3.4,2.2,2.7,3.1,2.8,3.6,"Mackin Educational Resources
3.4",2023-05-14 08:51:51.436709
888,Web Designer/Developer,41600.0,5,1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,EMDL,2023-05-14 08:51:54.017848
889,Mid-Level Web Developer,62400.0,2,2,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Udundi,2023-05-14 08:51:56.359207
890,Email Developer,67600.0,1,1,Remote,1,1 to 50 Employees,1,-1,-1,Consumer Product Manufacturing,Manufacturing,$5 to $25 million (USD),3,Company - Private,3.7,3.6,3.7,3.8,3.9,3.6,"Reischling Press, Inc.
3.7",2023-05-14 08:51:58.566816
891,"Software Engineer, Frontend",160000.0,8,1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,De Novo Discovery,2023-05-14 08:52:01.133359
893,Temporary Web Developer (Frontend),78000.0,20,1,"Brooklyn, NY",0,201 to 500 Employees,3,1999,24,"Gift, Novelty & Souvenir Stores",Retail & Wholesale,Unknown / Non-Applicable,-1,Company - Private,4.3,3.8,4.1,4.6,4.3,4.2,"Uncommon Goods
4.3",2023-05-14 08:52:08.212177
895,Frontend Engineer,154960.0,5,2,"Foster City, CA",0,51 to 200 Employees,2,1999,24,HR Consulting,Human Resources & Staffing,$25 to $100 million (USD),4,Company - Private,4.2,4.3,4.0,4.2,4.0,4.0,"Ryzen Solutions
4.2",2023-05-14 08:52:15.414499
896,Web-Based Application Developer,80000.0,2,1,"Pittsburgh, PA",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Robomatter Inc.,2023-05-14 08:52:17.939392
897,Software Developer,62400.0,1,1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Cornucopia Living LLC,2023-05-14 08:52:19.900876
900,Freelance Web Designer/Developer,59280.0,2,1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Coral House Productions,2023-05-14 08:52:37.905203
901,Frontend Engineer,125000.0,1,1,Remote,1,1 to 50 Employees,1,2009,14,Internet & Web Services,Information Technology,Unknown / Non-Applicable,-1,Company - Private,4.3,3.8,3.5,4.4,4.0,4.0,"SportsRecruits
4.3",2023-05-14 08:52:39.728578
902,Junior Software Developer (Remote),68078.0,1,1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,SnapRISK,2023-05-14 08:52:42.135667
904,Frontend (UI) Engineer,160000.0,5,1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,De Novo Discovery,2023-05-14 08:52:49.425590
905,Freelance Web Designer (Contract),93600.0,2,1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Loopdash,2023-05-14 08:52:52.318207
907,Front End Web Developer,45000.0,-1,1,Remote,1,1 to 50 Employees,1,-1,-1,Advertising & Public Relations,Media & Communication,Unknown / Non-Applicable,-1,Company - Public,3.5,2.0,3.0,2.0,3.0,4.0,"Beavercreek Marketing
3.5",2023-05-14 08:52:58.299629
909,Web Designer,62400.0,3,1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Graybill Creative,2023-05-14 08:53:05.032204
910,Front End Developer - UI,90633.0,6,2,"Orlando, FL",0,51 to 200 Employees,2,2018,5,Software Development,Information Technology,Unknown / Non-Applicable,-1,Company - Private,4.5,4.9,4.4,4.4,4.4,4.0,"Andor Health
4.5",2023-05-14 08:53:06.945174
911,Jr Frontend Developer,70000.0,20,1,"Austin, TX",0,501 to 1000 Employees,4,1999,24,Advertising & Public Relations,Media & Communication,$500 million to $1 billion (USD),7,Company - Public,4.1,4.0,3.8,4.0,3.7,4.1,"QuinStreet
4.1",2023-05-14 08:53:09.791326
912,Web Site Developer,86671.0,-1,1,"New York, NY",0,201 to 500 Employees,3,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Private,4.0,4.5,4.0,4.5,4.0,5.0,"Litmos
4.0",2023-05-14 08:53:12.644324
914,Jr Frontend Developer,70000.0,10,1,"Austin, TX",0,51 to 200 Employees,2,2005,18,Internet & Web Services,Information Technology,Unknown / Non-Applicable,-1,Company - Private,4.1,4.1,4.0,4.3,4.1,4.2,"Modernize Home Services
4.1",2023-05-14 08:53:19.907454
915,UI Developer,130000.0,1,2,Remote,1,51 to 200 Employees,2,2015,8,Information Technology Support Services,Information Technology,$1 to $5 million (USD),2,Company - Public,4.9,4.9,4.7,4.9,4.9,4.9,"Sunixa Solutions
4.9",2023-05-14 08:53:23.167050
916,"Web Developer, Frontend - React",61314.0,-1,2,"Burnsville, MN",0,201 to 500 Employees,3,1985,38,Colleges & Universities,Education,$100 to $500 million (USD),6,Company - Private,3.4,2.2,2.7,3.1,2.8,3.6,"Mackin Educational Resources
3.4",2023-05-14 08:53:26.051200
917,Web Designer/Developer,41600.0,5,1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,EMDL,2023-05-14 08:53:28.562923
918,Java Developer (Contract),124800.0,20,1,"Foster City, CA",0,501 to 1000 Employees,4,1999,24,Advertising & Public Relations,Media & Communication,$500 million to $1 billion (USD),7,Company - Public,4.1,4.0,3.8,4.0,3.7,4.1,"QuinStreet
4.1",2023-05-14 08:53:32.924403
919,Mid-Level Web Developer,62400.0,2,2,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Udundi,2023-05-14 08:53:35.719808
920,Email Developer,67600.0,1,1,Remote,1,1 to 50 Employees,1,-1,-1,Consumer Product Manufacturing,Manufacturing,$5 to $25 million (USD),3,Company - Private,3.7,3.6,3.7,3.8,3.9,3.6,"Reischling Press, Inc.
3.7",2023-05-14 08:53:37.757906
921,"Software Engineer, Frontend",160000.0,8,1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,De Novo Discovery,2023-05-14 08:53:40.175876
923,Temporary Web Developer (Frontend),78000.0,20,1,"Brooklyn, NY",0,201 to 500 Employees,3,1999,24,"Gift, Novelty & Souvenir Stores",Retail & Wholesale,Unknown / Non-Applicable,-1,Company - Private,4.3,3.8,4.1,4.6,4.3,4.2,"Uncommon Goods
4.3",2023-05-14 08:53:45.479235
925,Frontend Engineer,154960.0,5,2,"Foster City, CA",0,51 to 200 Employees,2,1999,24,HR Consulting,Human Resources & Staffing,$25 to $100 million (USD),4,Company - Private,4.2,4.3,4.0,4.2,4.0,4.0,"Ryzen Solutions
4.2",2023-05-14 08:53:51.395044
926,Web-Based Application Developer,80000.0,2,1,"Pittsburgh, PA",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Robomatter Inc.,2023-05-14 08:53:54.133655
927,Software Developer,62400.0,1,1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Cornucopia Living LLC,2023-05-14 08:53:56.109549
930,Freelance Web Designer/Developer,59280.0,2,1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Coral House Productions,2023-05-14 08:54:16.219754
931,Frontend Engineer,125000.0,1,1,Remote,1,1 to 50 Employees,1,2009,14,Internet & Web Services,Information Technology,Unknown / Non-Applicable,-1,Company - Private,4.3,3.8,3.5,4.4,4.0,4.0,"SportsRecruits
4.3",2023-05-14 08:54:18.580335
932,Junior Software Developer (Remote),68078.0,1,1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,SnapRISK,2023-05-14 08:54:21.163980
933,Frontend (UI) Engineer,160000.0,5,1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,De Novo Discovery,2023-05-14 08:54:23.627829
936,Front End Web Developer,45000.0,-1,1,Remote,1,1 to 50 Employees,1,-1,-1,Advertising & Public Relations,Media & Communication,Unknown / Non-Applicable,-1,Company - Public,3.5,2.0,3.0,2.0,3.0,4.0,"Beavercreek Marketing
3.5",2023-05-14 08:54:32.801822
938,Freelance Web Designer (Contract),93600.0,2,1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Loopdash,2023-05-14 08:54:38.975168
939,Web Site Developer,86671.0,-1,1,"New York, NY",0,201 to 500 Employees,3,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Private,4.0,4.5,4.0,4.5,4.0,5.0,"Litmos
4.0",2023-05-14 08:54:40.948865
940,Web Designer,62400.0,3,1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Graybill Creative,2023-05-14 08:54:46.635688
941,Front End Developer - UI,90633.0,6,2,"Orlando, FL",0,51 to 200 Employees,2,2018,5,Software Development,Information Technology,Unknown / Non-Applicable,-1,Company - Private,4.5,4.9,4.4,4.4,4.4,4.0,"Andor Health
4.5",2023-05-14 08:54:48.864991
942,Mid-Level Web Developer,62400.0,2,2,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Udundi,2023-05-14 08:54:51.552512
943,UI Developer,130000.0,1,2,Remote,1,51 to 200 Employees,2,2015,8,Information Technology Support Services,Information Technology,$1 to $5 million (USD),2,Company - Public,4.9,4.9,4.7,4.9,4.9,4.9,"Sunixa Solutions
4.9",2023-05-14 08:54:53.613692
944,"Software Engineer, Frontend",160000.0,8,1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,De Novo Discovery,2023-05-14 08:54:56.187282
945,Jr Frontend Developer,70000.0,20,1,"Austin, TX",0,501 to 1000 Employees,4,1999,24,Advertising & Public Relations,Media & Communication,$500 million to $1 billion (USD),7,Company - Public,4.1,4.0,3.8,4.0,3.7,4.1,"QuinStreet
4.1",2023-05-14 08:54:58.435227
946,Jr Frontend Developer,70000.0,10,1,"Austin, TX",0,51 to 200 Employees,2,2005,18,Internet & Web Services,Information Technology,Unknown / Non-Applicable,-1,Company - Private,4.1,4.1,4.0,4.3,4.1,4.2,"Modernize Home Services
4.1",2023-05-14 08:55:02.755030
947,Web Designer/Developer,41600.0,5,1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,EMDL,2023-05-14 08:55:05.697219
948,Java Developer (Contract),124800.0,20,1,"Foster City, CA",0,501 to 1000 Employees,4,1999,24,Advertising & Public Relations,Media & Communication,$500 million to $1 billion (USD),7,Company - Public,4.1,4.0,3.8,4.0,3.7,4.1,"QuinStreet
4.1",2023-05-14 08:55:07.748209
949,Email Developer,67600.0,1,1,Remote,1,1 to 50 Employees,1,-1,-1,Consumer Product Manufacturing,Manufacturing,$5 to $25 million (USD),3,Company - Private,3.7,3.6,3.7,3.8,3.9,3.6,"Reischling Press, Inc.
3.7",2023-05-14 08:55:10.460810
950,Temporary Web Developer (Frontend),78000.0,20,1,"Brooklyn, NY",0,201 to 500 Employees,3,1999,24,"Gift, Novelty & Souvenir Stores",Retail & Wholesale,Unknown / Non-Applicable,-1,Company - Private,4.3,3.8,4.1,4.6,4.3,4.2,"Uncommon Goods
4.3",2023-05-14 08:55:12.945906
951,Frontend Engineer,154960.0,5,2,"Foster City, CA",0,51 to 200 Employees,2,1999,24,HR Consulting,Human Resources & Staffing,$25 to $100 million (USD),4,Company - Private,4.2,4.3,4.0,4.2,4.0,4.0,"Ryzen Solutions
4.2",2023-05-14 08:55:17.015216
955,Web Designer / Developer,79058.0,-1,1,"New York, NY",0,1 to 50 Employees,1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Private,-1,-1,-1,-1,-1,-1,HIYO DESIGN,2023-05-14 08:55:27.160005
956,Software Developer,62400.0,1,1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Cornucopia Living LLC,2023-05-14 08:55:31.288244
957,Web-Based Application Developer,80000.0,2,1,"Pittsburgh, PA",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Robomatter Inc.,2023-05-14 08:55:33.581760
958,Web developer,88400.0,5,1,"New York, NY",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,HealthyLine,2023-05-14 08:55:35.576247
959,Web Developer / Graphic Designer Remote Part-Time Flexible,46800.0,7,1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1GS Digital Agency,2023-05-14 08:55:37.627516
